GPHeight,Pressure,O3PartialPressure,Temperature
14200,109.33500000000001,1.76905,-76.935
14300,107.45,1.5344,-76.89
14400,105.60333333333334,2.2536,-76.32333333333334
14500,103.79666666666667,2.3824,-76.22999999999999
14600,102.015,2.40595,-75.9
14700,100.2675,2.537175,-76.05250000000001
14800,98.54333333333334,2.4404,-76.15333333333334
14900,96.854,2.38576,-76.51
15000,95.19,2.31775,-76.69
15100,93.55,1.4519,-76.29
15200,91.952,0.96752,-75.6
15300,90.37333333333333,0.7261,-75.82666666666667
15400,88.825,0.6353,-75.825
15500,87.30666666666666,0.5656666666666667,-75.96333333333334
15600,85.80666666666666,0.5486,-75.96333333333334
15700,84.34,0.5526,-76.35
15800,82.8925,0.5675,-76.4875
15900,81.46,0.5764,-77.17
16000,80.06333333333333,0.5923,-77.13666666666667
16100,78.68666666666667,0.6042,-76.03333333333333
16200,77.335,0.6042,-75.85249999999999
16300,76.01666666666667,0.6793333333333333,-76.03666666666666
16400,74.714,0.7291,-75.108
16500,73.435,0.70905,-75.18
16600,72.1875,0.6824250000000001,-75.22
16700,70.95,0.7203333333333333,-75.03
16800,69.745,0.9167000000000001,-74.56
16900,68.55749999999999,1.3120500000000002,-74.1075
17000,67.398,1.65532,-73.754
17100,66.2525,1.80185,-74.18
17200,65.13000000000001,1.8889666666666667,-73.81666666666666
17300,64.03,1.9463,-73.31
17400,62.942499999999995,2.0279999999999996,-73.4975
17500,61.879999999999995,2.3591800000000003,-72.61
17600,60.84,2.8309,-72.61
17700,59.82,3.0791500000000003,-72.39
17800,58.809999999999995,2.985533333333333,-72.14999999999999
17900,57.82,2.6826,-72.36
18000,56.85,2.834025,-72.135
18100,55.8925,3.098525,-71.4425
18200,54.96,3.3642,-70.66
18300,54.05,3.4278,-70.33
18400,53.1475,3.330475,-70.54
18500,52.26,3.200675,-70.845
18600,51.39,3.148225,-70.5875
18700,50.53,3.1985,-70.16
18800,49.6925,3.213625,-70.225
18900,48.868,3.11008,-70.062
19000,48.052,3.15882,-69.536
19100,47.2575,3.2577000000000003,-69.67
19200,46.48,3.3114,-68.85
19300,45.7075,3.469825,-68.3575
19400,44.96,3.3816,-67.32
19500,44.2225,3.153725,-67.17
19600,43.5,3.1771,-66.27
19700,42.7875,3.2423,-65.67750000000001
19800,42.09,3.3117,-64.92
19900,41.4075,3.2559750000000003,-64.65
20000,40.74,3.1824,-65.03
20100,40.08,3.0994,-65.46
20200,39.43,2.9846,-65.66
20300,38.79,2.9379,-64.81
20400,38.156666666666666,3.2419333333333333,-63.583333333333336
20500,37.545,3.6211,-63.1625
20600,36.938,3.81504,-62.78
20700,36.354,3.8418,-62.274
20800,35.766666666666666,3.8787,-61.79
20900,35.196,4.01046,-61.275999999999996
21000,34.64,4.10285,-60.870000000000005
21100,34.086666666666666,3.9980333333333333,-60.57
21200,33.546,4.0289,-60.428
21300,33.01,4.3297,-59.46
21400,32.495,5.137325,-58.125
21500,31.985999999999997,5.78022,-57.672000000000004
21600,31.483333333333334,6.097466666666667,-57.57666666666667
21700,30.992,6.31368,-57.012
21800,30.51,6.4714,-56.52
21900,30.035,6.4291,-56.165
22000,29.57,6.4552,-56.21
22100,29.11,6.334,-55.63
22200,28.66,6.48335,-54.38
22300,28.212,6.78302,-53.59
22400,27.784000000000002,7.09356,-52.78
22500,27.356666666666666,7.197483333333333,-52.641666666666666
22600,26.944000000000003,7.30612,-52.251999999999995
22700,26.5275,7.270325000000001,-51.2775
22800,26.125,7.2657,-51.37833333333334
22900,25.73,7.1722,-51.43
23000,25.34,7.1122,-51.26
23100,24.954,7.02856,-50.984
23200,24.575,7.16315,-50.455
23300,24.198,7.2762,-49.937999999999995
23400,23.835,7.369325,-49.0725
23500,23.48,7.3555,-48.78
23600,23.12,7.3982,-48.14
23700,22.7775,7.37555,-47.3575
23800,22.44,7.4302,-46.79
23900,22.1,7.4024,-46.26
24000,21.7775,7.393625,-45.485
24100,21.45,7.3306,-45.07
24200,21.134999999999998,7.2494250000000005,-44.8675
24300,20.826,7.1322,-44.372
24400,20.52,6.9743,-43.54
24500,20.215,6.8575,-43.105000000000004
24600,19.92,6.893,-42.28
24700,19.63,6.961,-41.8
24800,19.342,7.02104,-41.768
24900,19.058,7.01612,-41.818
25000,18.785999999999998,6.901540000000001,-41.852
25100,18.512,6.79932,-41.190000000000005
25200,18.244,6.69798,-41.21
25300,17.9775,6.7462,-39.852500000000006
25400,17.718,6.79744,-40.046
25500,17.456,6.68302,-40.32
25600,17.206666666666667,6.584866666666667,-39.92333333333333
25700,16.955,6.559749999999999,-40.15
25800,16.716,6.68222,-39.542
25900,16.471999999999998,6.78624,-39.216
26000,16.238,6.88988,-38.63
26100,16.0,6.7681,-37.59
26200,15.776,6.7777199999999995,-37.304
26300,15.55,6.575,-37.37
26400,15.326,6.51596,-37.18
26500,15.109354838709677,6.265648387096775,-36.47225806451613
26600,14.89,6.1721,-36.15
26700,14.677999999999999,5.94982,-34.759
26800,14.473333333333334,5.978066666666667,-34.56666666666666
26900,14.267999999999999,6.01734,-34.182
27000,14.068333333333333,6.165966666666667,-33.61
27100,13.865,6.216525,-33.4975
27200,13.672,6.24436,-33.251999999999995
27300,13.4825,6.1747,-32.3275
27400,13.29,6.1233249999999995,-32.235
27500,13.105,6.0815,-32.41
27600,12.925,6.0164,-32.335
27700,12.746,5.87614,-32.019999999999996
27800,12.568,5.76754,-31.64
27900,12.39,5.6409,-31.572499999999998
28000,12.215,5.546849999999999,-31.465
28100,12.042,5.57404,-31.556
28200,11.878,5.49408,-30.518
28300,11.71,5.4958,-30.44
28400,11.55,5.3013,-29.307499999999997
28500,11.39,5.301,-28.57
28600,11.232000000000001,5.24982,-28.49
28700,11.08,5.217625,-27.98
28800,10.93,5.176,-27.75
28900,10.78,5.0964,-27.57
29000,10.626,5.05542,-27.44
29100,10.48,4.9975,-26.37
29200,10.34,4.9648200000000005,-25.758
29300,10.197999999999999,4.89764,-25.85
29400,10.06,4.7715000000000005,-25.71
29500,9.92,4.7358,-25.25
29600,9.79,4.67655,-25.335
29700,9.66,4.6061,-24.36
29800,9.522499999999999,4.584825,-24.5225
29900,9.393333333333334,4.406166666666667,-23.206666666666667
30000,9.27,4.34055,-23.795
30100,9.145,4.25755,-22.564999999999998
30200,9.02,4.286,-21.68
30300,8.9,4.22095,-21.994999999999997
30400,8.78111111111111,4.177533333333334,-20.766666666666666
30500,8.6625,4.09385,-20.97
30600,8.55,4.0764,-19.595
30700,8.432,4.04012,-19.168
30800,8.32,3.988,-19.353333333333335
30900,8.215,3.85445,-18.494999999999997
31000,8.105,3.7587,-17.825000000000003
31100,7.9975000000000005,3.77635,-17.2275
31200,7.89,3.6927,-15.267499999999998
31300,7.79,3.676433333333333,-14.846666666666666
31400,7.69,3.5949999999999998,-13.92
31500,7.59,3.6019,-12.69
31600,7.491666666666667,3.4644166666666667,-13.435
31700,7.39,3.3795,-12.86
31800,7.3,3.321775,-11.335
31900,7.202500000000001,3.2544250000000003,-11.1
32000,7.11,3.184125,-10.785
32100,7.02,3.0707,-10.96
32200,6.93,3.0218,-10.52
32300,6.84,3.0138,-9.56
32400,6.75,2.90565,-9.004999999999999
32500,6.67,2.88905,-9.024999999999999
32600,6.58,2.817,-8.64
32700,6.5,2.7771666666666666,-8.453333333333333
32800,6.45,2.735,-8.52
32900,6.45,2.735,-8.52
