Data Type/Direction:                       StormTracker/Ascending
File Format/Version:                       EOL Sounding Format/1.1
Project Name/Platform:                     unknown/StormTracker
Launch Site:                               unknown
Launch Location (lon,lat,alt):             120.37640850225672, 23.185978502256717, 79.01531395846249
UTC Launch Time (y,m,d,h,m,s):             2021, 04, 02, 05:59:59
Sonde Id/Sonde Type:                       unknown/StormTracker/
Reference Launch Data Source/Time:         unknown/unknown
System Operator/Comments:                  SOUNDING IN EOL FORMAT/
Post Processing Comments:                  AIQC_process_v2.1_L2; Created on 10 Dec 2021 08:38 UTC  
/
  Time   -- UTC  --   Press    Temp   Dewpt    RH     Uwind   Vwind   Wspd     Dir     dZ    GeoPoAlt     Lon         Lat      GPSAlt 
   52.22 06 00 51.21  987.00   23.01   23.01  100.00    1.29   -2.98    3.27  338.83    3.05      239  120.376112   23.185163   239.14 
   54.87 06 00 53.86  986.00   23.02   23.02  100.00    1.30   -2.49    2.81  333.32    3.55      248  120.376129   23.185111   243.63 
   57.98 06 00 56.97  985.00   23.01   23.01  100.00    3.12   -4.60    5.56  326.02    2.62      257  120.376150   23.185070   253.30 
   60.75 06 00 59.74  984.00   23.03   23.03  100.00    0.97   -2.07    2.29  334.25    3.67      265  120.376187   23.185035   260.83 
   63.69 06 01 02.68  983.00   23.00   23.00  100.00   -0.36   -1.34    1.47  129.86    2.91      274  120.376203   23.184993   271.42 
   66.67 06 01 05.67  982.00   22.99   22.99  100.00    2.01   -3.85    4.35  329.79    3.10      283  120.376230   23.184947   281.61 
   69.49 06 01 08.49  981.00   22.96   22.96  100.00    1.77   -2.03    2.81  323.99    3.05      292  120.376250   23.184910   287.65 
   72.65 06 01 11.64  980.00   22.93   22.93  100.00    2.28   -2.79    3.62  322.44    2.67      301  120.376276   23.184851   297.38 
   75.79 06 01 14.79  979.00   22.89   22.89  100.00    0.72   -0.73    1.03  317.72    2.81      309  120.376310   23.184820   309.33 
   78.88 06 01 17.88  978.00   22.87   22.87  100.00    3.55   -2.57    4.42  307.93    3.07      318  120.376358   23.184781   318.72 
   81.82 06 01 20.81  977.00   22.84   22.84  100.00    2.85   -2.51    3.79  311.03    5.47      327  120.376397   23.184743   328.22 
   85.05 06 01 24.05  976.00   22.79   22.79   99.98    0.55   -0.46    0.72  308.20    2.66      336  120.376451   23.184699   337.76 
   87.99 06 01 26.99  975.00   22.75   22.43   98.11    1.96   -1.09    2.25  298.98    2.92      345  120.376500   23.184670   346.09 
   91.19 06 01 30.18  974.00   22.71   21.99   95.75    3.75   -2.46    4.48  303.33    2.95      354  120.376554   23.184630   356.64 
   94.26 06 01 33.26  973.00   22.69   21.42   92.59    3.09   -0.64    3.41  282.35    2.59      362  120.376610   23.184597   365.92 
   97.57 06 01 36.57  972.00   22.65   20.89   89.78    2.94   -1.16    3.16  291.20    2.52      371  120.376671   23.184554   372.76 
  100.70 06 01 39.69  971.00   22.64   20.55   88.02    4.10   -1.36    4.68  290.53    2.47      380  120.376758   23.184520   382.79 
  103.69 06 01 42.69  970.00   22.63   20.39   87.16    2.43   -0.39    2.47  280.93    2.56      389  120.376834   23.184473   390.22 
  106.72 06 01 45.71  969.00   22.64   20.15   85.87    3.69   -2.07    4.72  289.05    2.90      398  120.376887   23.184438   400.92 
  109.80 06 01 48.79  968.00   22.63   19.98   85.02    3.03   -1.71    3.51  299.18    2.48      407  120.376976   23.184396   410.04 
  112.67 06 01 51.67  967.00   22.64   19.99   85.00    3.52   -2.02    4.15  299.65    3.18      416  120.377050   23.184343   419.71 
  116.04 06 01 55.04  966.00   22.64   20.03   85.21    3.07   -2.12    3.74  304.57    2.45      425  120.377141   23.184289   429.16 
  119.20 06 01 58.20  965.00   22.64   20.08   85.48    3.77   -3.64    5.27  313.29    2.88      434  120.377216   23.184226   439.15 
  122.13 06 02 01.13  964.00   22.63   20.00   85.09    4.08   -4.18    5.93  314.23    3.03      443  120.377305   23.184169   449.10 
  125.24 06 02 04.24  963.00   22.63   19.92   84.73    3.02   -1.82    3.53  301.22    3.03      452  120.377415   23.184125   456.33 
  128.17 06 02 07.17  962.00   22.63   19.59   82.96    2.36   -1.33    2.75  294.40    2.86      461  120.377505   23.184087   466.60 
  131.25 06 02 10.24  961.00   22.63   19.06   80.30    3.62   -2.16    4.40  299.58    2.46      470  120.377600   23.184048   473.52 
  134.11 06 02 13.10  960.00   22.62   18.66   78.35    5.43   -1.53    5.65  285.10    2.92      479  120.377703   23.184030   483.04 
  137.17 06 02 16.16  959.00   22.65   18.33   76.60    1.61   -0.74    1.78  295.85    3.01      488  120.377795   23.184008   490.46 
  140.19 06 02 19.18  958.00   22.65   18.12   75.60    3.05   -0.52    3.14  275.43    2.76      497  120.377897   23.183998   501.45 
  143.08 06 02 22.08  957.00   22.68   18.31   76.35    4.93   -2.37    5.47  295.63    3.35      506  120.377993   23.183979   509.13 
  145.97 06 02 24.97  956.00   22.70   18.52   77.29    4.85   -0.61    4.90  277.62    3.57      515  120.378089   23.183950   519.21 
  148.86 06 02 27.86  955.00   22.70   18.59   77.61    2.71    0.22    2.79  262.45    3.55      524  120.378157   23.183959   523.60 
  151.88 06 02 30.88  954.00   22.70   18.40   76.71    0.93   -0.23    0.96  284.05    3.01      533  120.378248   23.183931   535.13 
  154.89 06 02 33.88  953.00   22.71   18.39   76.59    3.69   -0.68    3.76  281.05    3.09      542  120.378337   23.183901   544.02 
  157.93 06 02 36.93  952.00   22.71   18.51   77.20    5.70    0.76    5.75  263.52    2.85      551  120.378427   23.183899   555.39 
  160.74 06 02 39.74  951.00   22.70   18.50   77.20    3.31   -0.93    3.48  287.33    3.40      560  120.378502   23.183865   562.89 
  163.88 06 02 42.88  950.00   22.69   18.99   79.64    1.15   -0.47    1.25  294.41    2.52      569  120.378579   23.183841   573.82 
  166.62 06 02 45.62  949.00   22.69   19.30   81.20    3.11   -0.31    3.14  277.52    3.46      579  120.378649   23.183824   582.48 
  169.42 06 02 48.41  948.00   22.65   18.97   79.74    2.77   -0.87    2.90  282.66    3.24      588  120.378713   23.183802   594.04 
  172.41 06 02 51.40  947.00   22.62   18.48   77.50    3.80   -0.39    3.82  276.98    3.00      597  120.378788   23.183766   602.03 
  175.12 06 02 54.11  946.00   22.59   18.22   76.38    3.88   -2.15    4.48  297.22    2.55      606  120.378861   23.183750   612.34 
  178.07 06 02 57.06  945.00   22.56   18.12   75.99    1.34   -0.28    1.37  280.90    3.11      615  120.378901   23.183740   621.29 
  180.90 06 02 59.90  944.00   22.54   18.06   75.81    2.09    0.60    2.24  254.23    3.41      624  120.378958   23.183720   632.04 
  183.93 06 03 02.93  943.00   22.51   17.97   75.51    3.39   -2.00    3.95  299.56    3.31      633  120.379029   23.183701   642.43 
  187.01 06 03 06.01  942.00   22.49   17.88   75.20    2.93   -2.97    4.18  315.12    2.50      642  120.379080   23.183690   653.86 
  189.75 06 03 08.75  941.00   22.46   17.80   74.95    1.24   -0.83    1.49  303.86    3.41      651  120.379135   23.183665   661.13 
  192.62 06 03 11.62  940.00   22.44   17.70   74.54    1.50   -1.15    1.96  302.06    3.03      661  120.379176   23.183650   671.96 
  195.60 06 03 14.59  939.00   22.41   17.66   74.54    2.27   -1.82    2.91  309.23    3.02      670  120.379242   23.183620   680.55 
  198.50 06 03 17.49  938.00   22.39   17.50   73.85    2.34   -1.52    3.14  291.55    3.15      679  120.379285   23.183600   692.00 
  201.42 06 03 20.42  937.00   22.35   17.77   75.34    1.37   -1.78    2.25  321.53    2.95      688  120.379324   23.183576   699.44 
  204.33 06 03 23.33  936.00   22.32   17.77   75.43    2.20   -0.76    3.14  275.24    3.52      697  120.379350   23.183550   709.17 
  207.32 06 03 26.32  935.00   22.30   17.72   75.33    1.14   -0.52    1.26  293.11    3.26      706  120.379383   23.183530   715.32 
  210.05 06 03 29.05  934.00   22.28   17.82   75.87    2.64    2.36    3.75  228.51    2.94      716  120.379420   23.183519   725.36 
  212.89 06 03 31.89  933.00   22.26   17.62   75.01    2.16   -1.20    2.49  298.23    3.31      725  120.379439   23.183501   732.53 
  215.76 06 03 34.76  932.00   22.24   17.52   74.62    1.43   -4.05    4.52  336.21    3.16      734  120.379458   23.183485   741.08 
  218.53 06 03 37.52  931.00   22.22   17.22   73.32    1.82   -0.59    1.91  287.83    3.48      743  120.379475   23.183465   748.86 
  221.47 06 03 40.47  930.00   22.20   16.67   70.87    1.68   -2.85    3.70  326.78    3.14      753  120.379495   23.183430   761.28 
  224.37 06 03 43.36  929.00   22.21   16.51   70.16    0.19   -1.59    2.28  226.40    3.38      762  120.379510   23.183420   769.39 
  227.27 06 03 46.27  928.00   22.20   16.39   69.64    1.65   -2.17    3.43  213.71    3.08      771  120.379517   23.183405   780.68 
  229.97 06 03 48.96  927.00   22.19   15.94   67.72   -0.53   -2.44    2.51   24.18    3.70      780  120.379530   23.183370   787.45 
  233.00 06 03 51.99  926.00   22.20   15.40   65.40   -0.45   -4.63    4.65    6.50    3.03      790  120.379530   23.183320   798.77 
  235.61 06 03 54.61  925.00   22.22   14.50   61.61   -0.46   -1.55    1.62   15.52    3.10      799  120.379530   23.183294   806.34 
  238.40 06 03 57.39  924.00   22.24   13.44   57.46   -0.53   -2.61    2.75   17.72    3.28      809  120.379520   23.183260   817.36 
  241.21 06 04 00.21  923.00   22.26   12.67   54.59   -0.30   -1.41    1.45    8.27    3.59      818  120.379528   23.183228   825.35 
  244.09 06 04 03.08  922.00   22.30   12.34   53.29   -0.93   -1.62    1.96   66.13    4.03      827  120.379520   23.183197   836.14 
  247.12 06 04 06.12  921.00   22.32   12.16   52.58    0.48   -3.16    3.20  351.48    3.44      837  120.379510   23.183146   845.35 
  250.18 06 04 09.17  920.00   22.35   12.13   52.40   -1.16   -3.95    4.18   19.58    3.34      846  120.379500   23.183078   856.43 
  252.86 06 04 11.86  919.00   22.38   12.62   54.00   -0.21   -1.13    1.14   10.66    3.21      856  120.379509   23.183033   864.15 
  255.89 06 04 14.89  918.00   22.40   13.97   58.90   -1.54   -2.13    2.70   74.56    2.78      865  120.379511   23.182981   875.03 
  258.69 06 04 17.69  917.00   22.41   14.02   59.07    0.71   -4.14    4.63  251.12    3.42      875  120.379517   23.182929   882.42 
  261.49 06 04 20.49  916.00   22.43   14.22   59.75    0.74   -2.26    2.38  341.10    3.55      884  120.379525   23.182875   891.18 
  264.50 06 04 23.50  915.00   22.44   14.46   60.65    1.77   -3.62    4.30  336.84    3.38      894  120.379520   23.182820   901.08 
  267.27 06 04 26.27  914.00   22.45   14.56   61.00    0.36   -2.62    2.64  352.21    3.48      903  120.379530   23.182762   909.20 
  270.09 06 04 29.09  913.00   22.46   14.57   60.99   -1.30   -4.48    4.68   48.52    3.81      913  120.379551   23.182698   920.90 
  272.86 06 04 31.85  912.00   22.46   14.50   60.71    0.26   -2.79    2.81  303.71    4.16      922  120.379560   23.182653   929.30 
  275.87 06 04 34.86  911.00   22.44   14.40   60.41    0.51   -2.81    2.89  299.71    3.11      932  120.379589   23.182574   940.51 
  278.62 06 04 37.62  910.00   22.44   14.37   60.30    0.32   -1.59    1.63  348.34    3.39      941  120.379596   23.182524   949.65 
  281.66 06 04 40.65  909.00   22.42   14.28   60.03    1.36   -3.97    4.37  334.30    3.11      950  120.379627   23.182450   961.64 
  284.43 06 04 43.42  908.00   22.40   14.23   59.90    0.28   -3.30    3.35  150.21    3.47      960  120.379650   23.182387   970.59 
  287.37 06 04 46.37  907.00   22.38   14.21   59.90    0.51   -4.09    4.12  350.71    3.09      969  120.379674   23.182313   982.70 
  289.97 06 04 48.96  906.00   22.33   14.19   60.00    0.28   -2.45    2.47  353.42    4.17      979  120.379700   23.182251   990.99 
  293.06 06 04 52.06  905.00   22.31   14.20   60.11    0.40   -1.12    1.19  338.24    3.06      988  120.379721   23.182188  1003.65 
  295.85 06 04 54.84  904.00   22.27   14.23   60.38    1.13   -3.45    3.63  341.60    3.45      998  120.379757   23.182115  1010.75 
  298.68 06 04 57.67  903.00   22.22   14.23   60.57    1.45   -4.38    4.61  342.75    3.19     1007  120.379777   23.182033  1022.40 
  301.69 06 05 00.69  902.00   22.17   14.30   61.04    0.97   -3.12    3.30  339.76    3.13     1017  120.379807   23.181946  1027.32 
  304.77 06 05 03.76  901.00   22.12   14.39   61.55    1.40   -2.00    2.48  318.93    2.60     1026  120.379865   23.181872  1039.38 
  307.76 06 05 06.75  900.00   22.06   14.44   61.98    0.64   -4.76    4.83  350.56    3.13     1035  120.379915   23.181777  1045.79 
  310.58 06 05 09.57  899.00   22.01   14.63   62.93    2.00   -4.59    5.01  338.15    3.38     1045  120.379967   23.181697  1056.22 
  313.77 06 05 12.76  898.00   21.95   14.99   64.66    1.41   -4.01    4.26  340.26    2.97     1054  120.380025   23.181587  1064.65 
  316.59 06 05 15.59  897.00   21.90   15.09   65.30    2.23   -2.49    3.34  318.72    3.08     1064  120.380082   23.181504  1074.97 
  319.76 06 05 18.75  896.00   21.84   15.01   65.15    1.36   -3.02    3.31  335.65    3.09     1073  120.380128   23.181415  1084.58 
  322.56 06 05 21.55  895.00   21.80   14.83   64.59    2.11   -4.23    4.97  181.04    3.29     1083  120.380161   23.181339  1095.63 
  325.49 06 05 24.48  894.00   21.75   14.71   64.30    1.87   -2.86    3.45  328.05    2.91     1092  120.380210   23.181255  1104.46 
  328.59 06 05 27.59  893.00   21.70   14.59   63.98    2.02   -2.99    3.61  326.16    5.75     1102  120.380254   23.181180  1115.31 
  331.29 06 05 30.29  892.00   21.66   14.35   63.14    1.10   -3.10    3.29  340.29    3.60     1111  120.380290   23.181101  1123.54 
  334.29 06 05 33.29  891.00   21.61   14.11   62.37   -0.09   -4.13    4.30  111.04    3.03     1121  120.380323   23.181021  1136.43 
  337.07 06 05 36.07  890.00   21.56   13.97   61.99    1.31   -3.54    3.77  339.58    3.79     1130  120.380351   23.180958  1143.85 
  340.02 06 05 39.01  889.00   21.51   13.95   62.10    3.42   -4.33    5.52  321.86    2.74     1140  120.380380   23.180890  1156.67 
  342.93 06 05 41.93  888.00   21.44   13.76   61.62    0.65   -2.03    2.14  343.00    3.10     1149  120.380389   23.180821  1164.73 
  345.92 06 05 44.92  887.00   21.41   13.56   60.92    0.76   -2.59    2.70  343.66    3.53     1159  120.380400   23.180752  1176.44 
  348.77 06 05 47.77  886.00   21.35   13.35   60.35    1.61   -3.08    3.48  331.47    3.29     1168  120.380430   23.180685  1183.99 
  351.57 06 05 50.57  885.00   21.30   13.25   60.14   -2.25   -5.86    6.57  117.63    4.32     1178  120.380423   23.180611  1194.72 
  354.46 06 05 53.45  884.00   21.24   13.13   59.85    0.76   -1.90    2.04  338.22    3.14     1187  120.380435   23.180555  1202.86 
  357.49 06 05 56.48  883.00   21.18   13.03   59.70   -0.38   -3.18    3.20    6.14    3.33     1197  120.380440   23.180490  1213.25 
  360.45 06 05 59.45  882.00   21.11   12.89   59.41    0.06   -3.17    3.17  162.54    2.83     1206  120.380440   23.180432  1223.85 
  363.40 06 06 02.39  881.00   21.06   12.76   59.08    0.86   -2.95    3.07  344.00    3.47     1216  120.380454   23.180368  1231.03 
  366.41 06 06 05.41  880.00   20.99   12.59   58.66   -1.47   -3.23    3.58   27.02    3.58     1225  120.380446   23.180300  1241.92 
  369.08 06 06 08.08  879.00   20.93   12.49   58.50   -0.13   -1.42    1.42    5.47    3.48     1235  120.380439   23.180248  1250.47 
  371.96 06 06 10.95  878.00   20.87   12.43   58.50    0.07   -0.82    0.83  338.84    3.39     1244  120.380430   23.180200  1262.07 
  374.89 06 06 13.88  877.00   20.79   12.31   58.31   -1.53   -3.32    3.66   23.96    3.28     1254  120.380402   23.180151  1270.56 
  377.79 06 06 16.79  876.00   20.73   12.03   57.44   -2.66   -4.04    5.39   46.68    3.25     1263  120.380382   23.180114  1280.44 
  380.54 06 06 19.53  875.00   20.67   11.57   55.93   -0.77   -2.65    2.77   17.23    3.52     1273  120.380360   23.180064  1289.71 
  383.59 06 06 22.59  874.00   20.62   10.91   53.73   -0.49   -2.87    2.91   11.05    3.71     1283  120.380340   23.180014  1300.50 
  386.70 06 06 25.69  873.00   20.56   10.23   51.55   -1.98    0.39    2.93   92.85    3.16     1292  120.380313   23.179990  1311.86 
  389.67 06 06 28.66  872.00   20.52    9.39   48.87   -2.45   -1.15    2.90   69.81    3.24     1302  120.380293   23.179973  1320.48 
  392.51 06 06 31.51  871.00   20.50    8.74   46.79   -1.07   -1.59    1.95   41.45    3.18     1312  120.380265   23.179955  1330.99 
  395.51 06 06 34.51  870.00   20.47    8.28   45.45   -2.25   -0.94    2.47   70.52    3.10     1321  120.380240   23.179950  1339.48 
  398.44 06 06 37.43  869.00   20.46    8.22   45.30   -1.87   -1.80    3.36   35.95    3.06     1331  120.380221   23.179940  1349.48 
  401.57 06 06 40.57  868.00   20.43    8.24   45.44   -2.73    1.03    3.01  110.32    3.02     1341  120.380179   23.179930  1358.75 
  404.67 06 06 43.66  867.00   20.43    7.94   44.53   -3.37    0.18    4.13  101.41    3.05     1351  120.380147   23.179923  1369.80 
  407.87 06 06 46.86  866.00   20.42    7.69   43.81   -1.09   -1.01    1.49   47.18    3.17     1361  120.380111   23.179891  1378.73 
  410.96 06 06 49.95  865.00   20.42    7.89   44.39   -1.58   -1.73    2.36   43.28    3.27     1371  120.380090   23.179880  1388.83 
  414.18 06 06 53.17  864.00   20.42    8.15   45.19   -1.24   -1.90    2.36   39.87    4.93     1381  120.380058   23.179864  1399.31 
  417.13 06 06 56.13  863.00   20.42    8.38   45.93   -2.27   -1.23    2.59   62.29    3.34     1391  120.380030   23.179860  1408.78 
  420.44 06 06 59.44  862.00   20.41    8.88   47.54    0.61    2.93    3.28  157.89    4.96     1400  120.380030   23.179867  1419.67 
  423.48 06 07 02.48  861.00   20.39    9.57   49.84    1.44    1.27    2.12  222.27    3.26     1410  120.380015   23.179870  1429.58 
  426.61 06 07 05.61  860.00   20.39    9.92   51.02   -1.76    2.65    3.89  145.34    4.46     1420  120.380004   23.179874  1441.57 
  429.68 06 07 08.68  859.00   20.36   10.03   51.47   -0.56   -0.28    0.75   73.46    3.30     1430  120.379980   23.179873  1451.34 
  432.93 06 07 11.93  858.00   20.35   10.11   51.79   -2.11    2.54    3.30  140.26    2.74     1440  120.379971   23.179880  1462.43 
  435.74 06 07 14.74  857.00   20.33   10.17   52.07   -0.89    1.89    2.32  149.81    3.93     1450  120.379953   23.179887  1472.64 
  438.81 06 07 17.80  856.00   20.29   10.31   52.68   -3.36    0.75    3.72  100.66    3.01     1460  120.379940   23.179900  1483.20 
  441.90 06 07 20.90  855.00   20.25   10.39   53.08   -1.47    0.15    1.48   97.63    3.74     1470  120.379930   23.179910  1492.17 
  445.14 06 07 24.14  854.00   20.23   10.46   53.41   -0.37    2.20    2.24  170.05    3.32     1480  120.379939   23.179911  1502.03 
  448.28 06 07 27.28  853.00   20.19   10.39   53.29   -0.64    1.16    2.20  164.44    3.21     1490  120.379927   23.179930  1513.40 
  451.47 06 07 30.46  852.00   20.15   10.02   52.11   -1.66    0.72    1.84  115.54    3.21     1499  120.379920   23.179940  1522.70 
  454.68 06 07 33.68  851.00   20.10    9.59   50.80    1.80   -0.29    3.05  186.72    2.80     1509  120.379937   23.179947  1534.35 
  457.86 06 07 36.86  850.00   20.08    9.37   50.11    1.16   -0.70    1.43  308.10    3.00     1519  120.379949   23.179950  1543.71 
  460.95 06 07 39.95  849.00   20.03    9.29   50.00    1.62    1.85    2.47  221.48    3.22     1529  120.379940   23.179960  1554.52 
  463.82 06 07 42.81  848.00   19.99    9.24   49.98    0.60    2.66    2.82  192.23    3.57     1539  120.379948   23.179980  1561.90 
  467.30 06 07 46.29  847.00   19.94    9.41   50.69   -2.07    2.02    2.90  136.36    2.93     1549  120.379930   23.179983  1571.84 
  470.37 06 07 49.36  846.00   19.90    9.67   51.71   -1.08    1.66    2.94  129.24    3.01     1559  120.379937   23.179994  1582.69 
  473.83 06 07 52.82  845.00   19.86    9.80   52.30   -0.86    1.26    1.54  146.21    2.64     1569  120.379950   23.180007  1592.57 
  476.86 06 07 55.86  844.00   19.81    9.62   51.81    0.72    3.14    3.37  191.35    3.17     1579  120.379961   23.180029  1603.40 
  480.27 06 07 59.26  843.00   19.77    9.37   51.09    0.57    2.25    2.72  196.53    2.43     1589  120.379963   23.180050  1614.48 
  483.37 06 08 02.36  842.00   19.71    9.06   50.23    1.93    2.16    2.99  218.38    2.96     1598  120.379980   23.180070  1623.90 
  486.56 06 08 05.56  841.00   19.66    8.83   49.59   -1.43    0.85    2.44  169.67    3.00     1608  120.379969   23.180080  1634.18 
  489.88 06 08 08.87  840.00   19.60    8.58   48.94   -0.24    1.68    1.72  173.44    3.39     1618  120.379970   23.180099  1643.42 
  493.09 06 08 12.09  839.00   19.54    8.32   48.30    2.78    3.33    4.34  219.32    2.90     1628  120.379980   23.180120  1654.81 
  496.50 06 08 15.50  838.00   19.49    8.22   48.10   -0.69    1.65    2.57  162.20    2.93     1638  120.379980   23.180145  1664.39 
  499.61 06 08 18.60  837.00   19.46    8.33   48.56   -1.19    1.47    1.90  143.97    3.42     1648  120.379970   23.180170  1671.56 
  503.09 06 08 22.08  836.00   19.40    8.06   47.87   -1.02    1.24    1.69  143.88    2.83     1658  120.379969   23.180180  1683.50 
  506.28 06 08 25.28  835.00   19.35    7.75   46.97   -0.39    0.77    0.89  152.26    3.28     1668  120.379970   23.180190  1693.23 
  509.72 06 08 28.72  834.00   19.32    7.57   46.53    1.44    2.69    3.18  209.33    2.74     1678  120.379977   23.180200  1704.90 
  512.91 06 08 31.91  833.00   19.28    7.25   45.63    2.16   -0.35    2.28  273.24    2.85     1688  120.379988   23.180200  1714.96 
  516.11 06 08 35.10  832.00   19.24    6.80   44.36   -1.14    1.73    2.08  145.96    3.66     1698  120.379969   23.180220  1723.15 
  519.59 06 08 38.59  831.00   19.22    6.37   43.08   -2.76    1.92    3.39  129.58    2.95     1708  120.379924   23.180240  1735.28 
  522.98 06 08 41.98  830.00   19.19    6.14   42.50   -1.33    2.37    2.74  150.04    2.47     1719  120.379910   23.180270  1747.53 
  526.31 06 08 45.30  829.00   19.18    6.02   42.17   -1.89    1.40    2.35  126.03    3.30     1729  120.379867   23.180300  1756.88 
  529.79 06 08 48.78  828.00   19.15    5.91   41.92   -3.92    1.04    4.25  104.35    3.10     1739  120.379830   23.180328  1768.39 
  532.98 06 08 51.98  827.00   19.13    5.84   41.80   -3.06    2.47    3.93  128.73    3.65     1749  120.379790   23.180360  1777.85 
  536.43 06 08 55.42  826.00   19.09    5.80   41.79   -2.04    0.67    2.15  110.19    3.04     1759  120.379736   23.180370  1787.55 
  539.98 06 08 58.98  825.00   19.07    6.19   42.99   -3.51    1.81    3.95  117.32    2.89     1770  120.379720   23.180430  1798.99 
  543.16 06 09 02.15  824.00   19.04    6.98   45.46    2.23    3.37    4.15  209.65    2.36     1780  120.379710   23.180462  1810.83 
  546.58 06 09 05.57  823.00   19.02    7.50   47.17    0.07    1.29    1.29  183.10    3.45     1790  120.379704   23.180500  1820.12 
  549.96 06 09 08.95  822.00   18.98    7.75   48.09   -0.63    3.71    3.86  170.43    2.82     1800  120.379710   23.180510  1832.25 
  553.25 06 09 12.24  821.00   18.93    7.99   49.02    0.29    1.22    2.20  189.15    2.64     1810  120.379720   23.180538  1843.34 
  556.48 06 09 15.47  820.00   18.88    8.23   49.99   -0.27    0.80    0.85  154.68    3.26     1820  120.379735   23.180560  1853.89 
  559.84 06 09 18.84  819.00   18.81    8.59   51.45    0.61    3.38    3.44  190.33    2.12     1830  120.379760   23.180608  1864.39 
  563.26 06 09 22.26  818.00   18.76    8.73   52.13    0.00    3.86    3.90  181.34    3.28     1840  120.379775   23.180653  1876.19 
  566.59 06 09 25.59  817.00   18.70    8.86   52.78    0.43    1.46    1.54  197.52    3.14     1851  120.379806   23.180690  1886.12 
  570.12 06 09 29.11  816.00   18.64    9.07   53.72    0.32    3.60    3.63  185.25    3.38     1861  120.379842   23.180742  1898.95 
  573.57 06 09 32.57  815.00   18.56    9.19   54.41    2.64    0.62    3.12  269.56    3.10     1871  120.379900   23.180796  1907.38 
  576.99 06 09 35.99  814.00   18.49    9.25   54.90    3.83    2.16    4.40  238.85    4.45     1881  120.379960   23.180850  1915.95 
