Data Type/Direction:                       StormTracker/Ascending
File Format/Version:                       EOL Sounding Format/1.1
Project Name/Platform:                     unknown/StormTracker
Launch Site:                               unknown
Launch Location (lon,lat,alt):             120.3764389844829, 23.18607, 78.72181899423155
UTC Launch Time (y,m,d,h,m,s):             2021, 04, 02, 10:00:01
Sonde Id/Sonde Type:                       unknown/StormTracker/
Reference Launch Data Source/Time:         unknown/unknown
System Operator/Comments:                  SOUNDING IN EOL FORMAT/
Post Processing Comments:                  AIQC_process_v2.1_L2; Created on 10 Dec 2021 08:42 UTC  
/
  Time   -- UTC  --   Press    Temp   Dewpt    RH     Uwind   Vwind   Wspd     Dir     dZ    GeoPoAlt     Lon         Lat      GPSAlt 
   57.53 10 00 58.53  988.00   29.32   21.62   63.25    0.70   -3.86    3.93  347.68    4.27      248  120.377245   23.185519   247.75 
   59.61 10 01 00.61  987.00   29.24   21.59   63.46   -0.15   -6.87    7.05  138.87    4.27      257  120.377260   23.185433   257.48 
   61.51 10 01 02.50  986.00   29.15   21.56   63.65    2.10   -2.54    4.01  160.15    4.70      266  120.377270   23.185375   266.18 
   63.45 10 01 04.45  985.00   29.08   21.57   63.95    2.52   -3.80    4.71  324.16    4.52      275  120.377305   23.185322   276.99 
   65.53 10 01 06.53  984.00   28.98   21.53   64.21    3.32   -3.98    5.26  321.41    4.53      284  120.377326   23.185249   287.67 
   67.60 10 01 08.59  983.00   28.88   21.49   64.42    1.11   -1.63    1.98  327.24    4.06      293  120.377344   23.185194   298.40 
   69.76 10 01 10.76  982.00   28.81   21.45   64.50    2.06   -5.01    5.44  336.53    4.02      302  120.377373   23.185120   304.54 
   71.81 10 01 12.80  981.00   28.73   21.42   64.68    1.81   -4.91    5.24  337.43    4.40      311  120.377416   23.185068   312.02 
   73.68 10 01 14.67  980.00   28.65   21.42   64.97    0.34   -4.01    4.13  113.23    4.91      319  120.377457   23.185000   320.51 
   75.51 10 01 16.51  979.00   28.56   21.40   65.25    2.44   -4.03    4.72  328.26    4.78      328  120.377485   23.184925   329.72 
   77.36 10 01 18.36  978.00   28.49   21.39   65.47   -0.96   -3.40    3.54   15.62    4.95      337  120.377486   23.184879   339.61 
   79.16 10 01 20.15  977.00   28.43   21.42   65.82    0.84   -3.70    3.92  288.16    4.92      346  120.377490   23.184824   348.67 
   81.03 10 01 22.02  976.00   28.34   21.35   65.91    0.63   -5.39    5.47  353.31    4.42      355  120.377501   23.184739   356.73 
   82.71 10 01 23.70  975.00   28.26   21.34   66.17    2.19   -2.13    3.06  315.80    5.19      364  120.377547   23.184696   365.78 
   84.54 10 01 25.54  974.00   28.21   21.33   66.30    0.23   -5.70    6.06  200.40    4.91      373  120.377535   23.184638   375.25 
   86.40 10 01 27.40  973.00   28.13   21.29   66.44    0.79   -2.72    2.83  344.05    4.92      382  120.377564   23.184572   386.21 
   88.15 10 01 29.14  972.00   28.05   21.25   66.61   -2.31   -5.86    6.31   22.79    4.87      391  120.377559   23.184516   397.23 
   89.85 10 01 30.84  971.00   27.99   21.24   66.78   -1.12   -1.64    1.98   34.33    5.38      400  120.377550   23.184482   407.48 
   91.24 10 01 32.23  970.00   27.92   21.28   67.22    1.57   -3.66    3.98  336.78    6.52      409  120.377565   23.184445   416.17 
   92.94 10 01 33.94  969.00   27.85   21.26   67.39    3.13   -3.24    4.51  316.97    5.23      418  120.377599   23.184411   425.50 
   94.61 10 01 35.60  968.00   27.79   21.25   67.62    1.52   -2.97    3.34  334.07    5.55      427  120.377604   23.184358   435.72 
   96.01 10 01 37.01  967.00   27.72   21.25   67.90    1.37   -4.54    4.74  343.20    6.68      436  120.377610   23.184310   445.97 
   97.78 10 01 38.77  966.00   27.65   21.28   68.26    0.63   -3.28    3.35  348.68    5.13      445  120.377602   23.184257   454.64 
   99.51 10 01 40.50  965.00   27.58   21.26   68.45    0.07   -3.72    3.72  358.86    5.18      454  120.377610   23.184205   464.25 
  101.08 10 01 42.08  964.00   27.51   21.22   68.61    0.30   -3.34    3.39  326.31    6.04      463  120.377619   23.184159   473.36 
  102.86 10 01 43.85  963.00   27.45   21.21   68.79   -0.41   -1.60    1.66   13.19    5.10      472  120.377610   23.184141   482.07 
  104.62 10 01 45.62  962.00   27.39   21.14   68.76   -0.91   -2.04    2.24   24.04    5.42      481  120.377610   23.184108   490.73 
  106.44 10 01 47.43  961.00   27.32   21.11   68.90   -2.43   -2.41    3.57   37.89    4.76      490  120.377587   23.184076   499.43 
  108.47 10 01 49.47  960.00   27.26   21.07   69.00   -1.43   -2.95    3.42   23.82    4.45      500  120.377565   23.184026   507.98 
  110.40 10 01 51.39  959.00   27.16   21.03   69.24   -1.69   -3.40    3.82   25.90    4.71      509  120.377566   23.183978   516.50 
  112.31 10 01 53.31  958.00   27.08   21.01   69.46   -0.36   -1.03    1.10   18.35    4.51      518  120.377567   23.183947   525.83 
  114.30 10 01 55.29  957.00   27.01   21.03   69.83    1.87   -3.46    3.95  330.37    4.55      527  120.377576   23.183908   534.08 
  116.03 10 01 57.03  956.00   26.93   20.99   70.00    0.98   -1.90    2.15  332.22    5.32      536  120.377600   23.183850   542.14 
  117.52 10 01 58.51  955.00   26.82   20.90   70.05   -1.07   -2.71    3.59  163.08    6.01      545  120.377605   23.183835   551.78 
  119.58 10 02 00.58  954.00   26.71   20.84   70.26    2.96   -1.10    4.39  166.45    3.99      554  120.377613   23.183826   563.27 
  122.26 10 02 03.25  953.00   26.57   20.77   70.53    3.17   -2.77    4.34  310.92    3.70      563  120.377668   23.183787   574.04 
  124.39 10 02 05.38  952.00   26.47   20.73   70.78    1.65   -1.99    2.58  320.21    4.14      572  120.377696   23.183772   582.50 
  126.70 10 02 07.69  951.00   26.34   20.70   71.17    4.35   -3.16    5.58  308.27    3.74      581  120.377761   23.183722   592.08 
  128.85 10 02 09.85  950.00   26.26   20.69   71.49    3.62   -1.18    3.82  292.02    4.45      590  120.377786   23.183691   602.35 
  131.78 10 02 12.78  949.00   26.11   20.66   71.96    1.68   -2.11    2.78  323.23    2.66      599  120.377798   23.183622   611.33 
  134.47 10 02 15.47  948.00   25.99   20.64   72.39    0.77   -3.37    3.46  345.71    3.39      608  120.377815   23.183561   619.13 
  137.04 10 02 18.04  947.00   25.85   20.62   72.90    0.51   -4.33    4.36  353.35    3.14      617  120.377821   23.183509   627.61 
  139.59 10 02 20.58  946.00   25.75   20.60   73.26   -1.62   -2.57    3.18   30.28    3.24      626  120.377824   23.183448   635.76 
  142.20 10 02 23.19  945.00   25.64   20.58   73.62   -0.01   -2.70    2.70   71.26    3.54      635  120.377832   23.183354   645.10 
  144.52 10 02 25.52  944.00   25.56   20.57   73.95    0.74   -4.51    4.62  349.80    3.73      644  120.377845   23.183264   651.42 
  146.56 10 02 27.56  943.00   25.48   20.55   74.18    2.03   -4.88    5.34  335.99    6.27      653  120.377873   23.183196   660.02 
  148.50 10 02 29.50  942.00   25.41   20.53   74.40    2.54   -4.86    5.54  330.12    6.79      662  120.377895   23.183140   669.96 
  150.65 10 02 31.64  941.00   25.32   20.50   74.66    0.83   -2.36    2.50  340.76    4.74      671  120.377930   23.183057   679.45 
  152.36 10 02 33.35  940.00   25.23   20.48   74.97    0.25   -5.11    5.12  356.87    5.49      680  120.377937   23.182996   689.15 
  154.01 10 02 35.00  939.00   25.15   20.47   75.30   -0.20   -2.59    2.60    6.49    5.25      690  120.377940   23.182950   699.12 
  155.74 10 02 36.73  938.00   25.08   20.44   75.47    2.89   -2.78    4.08  312.80    5.29      699  120.377982   23.182915   708.31 
  157.62 10 02 38.61  937.00   25.00   20.42   75.72    0.69   -5.43    5.47  352.54    5.06      708  120.378006   23.182849   717.03 
  159.49 10 02 40.49  936.00   24.92   20.38   75.90    0.80   -4.41    4.48  349.24    4.63      717  120.378045   23.182790   724.54 
  161.64 10 02 42.63  935.00   24.82   20.33   76.13    1.77   -2.86    3.37  328.55    4.38      726  120.378083   23.182737   732.20 
  163.81 10 02 44.81  934.00   24.73   20.29   76.38    0.56   -3.13    3.18  349.78    3.44      735  120.378100   23.182666   742.90 
  166.43 10 02 47.42  933.00   24.64   20.29   76.74    1.11   -3.05    3.27  341.31    3.68      744  120.378140   23.182607   749.96 
  168.40 10 02 49.40  932.00   24.50   20.22   77.08    1.18   -2.61    2.87  335.41    4.87      753  120.378158   23.182556   759.23 
  170.28 10 02 51.28  931.00   24.40   20.23   77.59    2.50   -2.29    3.56  319.16    4.99      763  120.378203   23.182537   768.62 
  172.34 10 02 53.33  930.00   24.33   20.25   78.03    1.32   -3.29    3.62  335.81    4.48      772  120.378217   23.182497   777.13 
  174.28 10 02 55.27  929.00   24.25   20.24   78.33   -0.95   -2.90    3.08   17.78    4.89      781  120.378230   23.182467   786.36 
  176.29 10 02 57.29  928.00   24.18   20.22   78.60    5.03   -3.77    6.54  308.04    4.46      790  120.378276   23.182418   796.46 
  178.66 10 02 59.66  927.00   24.09   20.16   78.70    0.89   -2.12    2.31  336.03    4.25      799  120.378280   23.182353   807.15 
  181.44 10 03 02.44  926.00   23.98   20.08   78.86    1.37   -1.36    1.93  314.89    3.37      808  120.378344   23.182300   817.46 
  184.23 10 03 05.22  925.00   23.89   19.94   78.60    0.10   -3.67    3.70   82.17    2.98      818  120.378345   23.182241   827.20 
  186.54 10 03 07.53  924.00   23.79   19.50   76.93    0.43   -2.42    2.58  188.81    3.62      827  120.378360   23.182189   834.10 
  188.84 10 03 09.84  923.00   23.68   19.49   77.41   -2.40   -3.05    4.30   87.30    4.17      836  120.378373   23.182153   843.79 
  190.99 10 03 11.98  922.00   23.60   19.50   77.81   -0.07   -2.16    2.16    1.92    4.71      845  120.378360   23.182060   853.40 
  194.71 10 03 15.70  921.00   23.47   18.10   71.84   -2.13   -1.63    3.00   60.97    1.72      854  120.378360   23.182063   863.75 
  198.47 10 03 19.47  920.00   23.41   17.34   68.74   -1.58   -3.47    3.81   24.39    2.51      863  120.378335   23.181976   873.84 
  202.78 10 03 23.78  919.00   23.45   15.43   60.76    1.14   -3.54    3.84  266.27    2.59      873  120.378348   23.181864   884.83 
  207.21 10 03 28.21  918.00   23.54   14.45   56.71    1.20   -2.84    3.09  336.89    2.41      883  120.378382   23.181774   894.37 
  211.61 10 03 32.60  917.00   23.65   14.26   55.64    0.24   -2.41    2.51  134.95    2.24      892  120.378404   23.181688   904.04 
  215.63 10 03 36.62  916.00   23.78   14.28   55.30    0.60   -4.40    4.46  220.00    2.54      902  120.378416   23.181591   913.72 
  219.76 10 03 40.76  915.00   23.90   14.31   55.02    0.58   -2.15    2.22  345.06    2.15      912  120.378420   23.181495   922.51 
  223.20 10 03 44.19  914.00   23.99   14.36   54.88    0.92   -3.56    3.68  345.53    2.87      922  120.378432   23.181414   930.84 
  227.04 10 03 48.03  913.00   24.09   14.38   54.60    0.97   -2.40    2.59  338.05    2.77      932  120.378450   23.181319   941.15 
  230.50 10 03 51.50  912.00   24.18   14.39   54.35    0.21   -2.29    2.30  354.09    3.06      941  120.378460   23.181245   949.59 
  234.15 10 03 55.14  911.00   24.25   14.41   54.20    1.26   -3.32    3.55  339.47    2.70      951  120.378480   23.181157   959.62 
  237.70 10 03 58.69  910.00   24.32   14.51   54.31    0.74   -2.18    2.30  341.73    2.52      961  120.378507   23.181076   971.10 
  241.13 10 04 02.12  909.00   24.37   14.65   54.63   -0.12   -2.77    2.80   50.14    2.72      971  120.378540   23.180986   980.59 
  244.16 10 04 05.16  908.00   24.42   14.77   54.90    0.32   -3.22    3.24  354.83    3.60      980  120.378560   23.180905   989.32 
  247.45 10 04 08.44  907.00   24.43   14.79   54.96    0.93   -3.26    3.41  344.09    2.84      990  120.378594   23.180817   998.04 
  250.86 10 04 11.85  906.00   24.43   14.75   54.80    1.64   -4.09    4.41  338.14    2.78     1000  120.378627   23.180724  1008.48 
  254.23 10 04 15.22  905.00   24.43   14.93   55.44    0.65   -2.67    2.80  260.50    2.53     1009  120.378672   23.180633  1019.54 
  257.84 10 04 18.83  904.00   24.43   15.42   57.22    1.07   -4.60    4.74  345.88    2.83     1019  120.378718   23.180516  1029.69 
  261.59 10 04 22.58  903.00   24.41   15.72   58.42    1.39   -3.12    3.43  334.53    2.53     1028  120.378782   23.180398  1039.81 
  265.36 10 04 26.36  902.00   24.39   15.85   58.94    1.23   -3.22    3.47  337.84    2.62     1038  120.378854   23.180285  1049.08 
  268.98 10 04 29.97  901.00   24.38   15.88   59.10    1.61   -4.38    4.67  339.71    2.60     1048  120.378920   23.180181  1058.24 
  272.50 10 04 33.50  900.00   24.36   15.86   59.10    2.26   -4.05    4.68  330.36    2.52     1057  120.378985   23.180080  1067.44 
  276.43 10 04 37.42  899.00   24.34   15.80   58.96    2.63   -3.05    4.07  320.03    2.47     1067  120.379074   23.179977  1077.33 
  280.04 10 04 41.03  898.00   24.31   15.71   58.70    1.93   -3.50    4.00  331.05    2.71     1076  120.379150   23.179879  1085.90 
  283.61 10 04 44.60  897.00   24.27   15.53   58.18    1.91   -3.24    3.77  329.02    2.64     1086  120.379202   23.179782  1096.77 
  287.32 10 04 48.31  896.00   24.24   15.42   57.87    1.39   -2.97    3.29  335.24    2.63     1096  120.379263   23.179680  1106.86 
  290.85 10 04 51.84  895.00   24.22   15.23   57.23    2.34   -2.74    3.60  319.57    2.77     1105  120.379327   23.179595  1115.94 
  294.39 10 04 55.38  894.00   24.20   15.20   57.20    2.51   -3.29    4.14  322.68    2.85     1115  120.379392   23.179502  1126.02 
  297.80 10 04 58.79  893.00   24.15   15.18   57.28    2.16   -2.97    3.68  324.42    2.54     1124  120.379454   23.179416  1135.89 
  301.22 10 05 02.21  892.00   24.09   15.20   57.60    1.93   -2.48    3.14  322.88    2.81     1134  120.379514   23.179343  1145.28 
  304.62 10 05 05.62  891.00   24.06   15.03   57.08    2.22   -2.59    3.41  319.38    2.66     1144  120.379572   23.179271  1154.92 
  308.26 10 05 09.25  890.00   24.04   14.97   56.90    1.61   -2.28    2.83  325.17    3.03     1153  120.379633   23.179185  1164.39 
  311.97 10 05 12.97  889.00   24.01   14.86   56.60    1.18   -2.29    2.58  332.71    2.80     1163  120.379680   23.179101  1174.14 
  315.42 10 05 16.42  888.00   23.96   14.87   56.84    2.03   -3.20    3.84  328.26    2.95     1173  120.379733   23.179022  1183.17 
  318.81 10 05 19.81  887.00   23.89   14.96   57.36    1.37   -2.89    3.20  334.58    2.88     1182  120.379776   23.178944  1193.39 
  322.08 10 05 23.07  886.00   23.86   14.96   57.50    1.27   -2.82    3.09  335.85    3.15     1192  120.379820   23.178858  1203.03 
  325.71 10 05 26.70  885.00   23.81   14.93   57.57    1.11   -3.12    3.33  338.91    2.82     1201  120.379860   23.178779  1213.25 
  329.15 10 05 30.15  884.00   23.75   14.97   57.90    1.78   -4.19    4.55  336.80    2.55     1211  120.379903   23.178695  1223.05 
  332.56 10 05 33.55  883.00   23.72   14.83   57.50    0.98   -2.75    2.92  340.21    2.67     1221  120.379946   23.178619  1233.20 
  336.27 10 05 37.26  882.00   23.68   14.50   56.42    0.75   -1.86    2.03  341.86    2.53     1230  120.379973   23.178545  1243.22 
  339.80 10 05 40.79  881.00   23.64   14.05   54.92    0.41   -4.00    4.03  282.81    2.62     1240  120.379990   23.178474  1253.14 
  343.40 10 05 44.40  880.00   23.59   13.47   53.04    0.19   -3.32    3.32  356.84    2.58     1250  120.380020   23.178398  1263.65 
  346.80 10 05 47.80  879.00   23.59   13.18   52.06    0.38   -1.21    1.27  344.67    2.56     1260  120.380030   23.178332  1272.28 
  350.36 10 05 51.36  878.00   23.56   12.87   51.13    0.01   -2.53    2.54  131.79    2.67     1269  120.380034   23.178269  1281.17 
  353.88 10 05 54.88  877.00   23.51   12.70   50.70    1.16   -3.61    3.79  302.97    2.94     1279  120.380039   23.178202  1292.69 
  357.50 10 05 58.49  876.00   23.48   12.58   50.40   -0.51   -2.37    2.53  193.83    2.79     1289  120.380030   23.178130  1301.97 
  360.95 10 06 01.94  875.00   23.44   12.52   50.30   -1.73   -1.45    2.27   48.74    2.97     1299  120.380001   23.178080  1312.16 
  364.76 10 06 05.76  874.00   23.42   12.35   49.82   -0.17   -3.72    3.85  279.74    2.31     1308  120.379990   23.178007  1321.66 
  368.21 10 06 09.20  873.00   23.36   12.18   49.46   -0.61   -2.61    2.72   15.67    2.75     1318  120.379968   23.177938  1331.80 
  371.85 10 06 12.85  872.00   23.33   12.08   49.20   -0.91   -1.51    1.79   31.25    3.38     1328  120.379950   23.177873  1341.46 
  375.31 10 06 16.31  871.00   23.30   11.91   48.74   -0.67   -2.54    2.66   18.12    2.97     1338  120.379920   23.177811  1351.80 
  379.01 10 06 20.01  870.00   23.27   11.74   48.30   -1.13   -2.61    2.84   23.41    2.85     1348  120.379880   23.177730  1361.50 
  382.50 10 06 23.49  869.00   23.21   11.37   47.30   -0.81   -1.66    1.84   26.08    2.73     1357  120.379845   23.177665  1370.59 
  386.09 10 06 27.09  868.00   23.15   10.76   45.58   -1.93   -3.34    3.85   29.84    2.80     1367  120.379809   23.177598  1381.43 
  389.77 10 06 30.77  867.00   23.13   10.62   45.20   -1.12   -1.17    1.62   43.81    2.58     1377  120.379765   23.177542  1392.63 
  393.56 10 06 34.55  866.00   23.08   10.42   44.74   -1.45   -1.97    2.44   36.42    2.31     1387  120.379714   23.177489  1402.72 
  396.95 10 06 37.95  865.00   23.04   10.20   44.21   -1.75   -2.04    2.69   40.74    5.45     1397  120.379671   23.177441  1412.70 
  400.79 10 06 41.79  864.00   22.99   10.14   44.18   -0.87   -0.87    1.23   44.39    2.64     1406  120.379630   23.177410  1423.84 
  404.38 10 06 45.38  863.00   22.94   10.14   44.30   -1.66   -1.84    2.48   42.19    2.77     1416  120.379586   23.177372  1435.01 
  407.92 10 06 48.91  862.00   22.90   10.10   44.30   -0.61   -1.01    1.18   30.99    2.72     1426  120.379560   23.177332  1444.25 
  411.59 10 06 52.58  861.00   22.89   10.10   44.30   -0.46   -0.24    0.52   62.29    2.77     1436  120.379514   23.177330  1454.06 
  415.21 10 06 56.21  860.00   22.86   10.21   44.74   -0.98   -0.72    1.22   52.11    3.01     1446  120.379476   23.177308  1463.96 
  418.75 10 06 59.74  859.00   22.83   10.51   45.72   -1.21    0.28    1.27   98.01    2.83     1456  120.379443   23.177310  1473.37 
  422.29 10 07 03.29  858.00   22.81   10.63   46.13   -0.67    1.53    1.68  154.35    3.02     1466  120.379420   23.177330  1482.37 
  425.94 10 07 06.93  857.00   22.82   10.79   46.60    0.32    0.86    0.94  199.96    2.81     1476  120.379409   23.177359  1491.65 
  429.60 10 07 10.60  856.00   22.79   10.40   45.50   -0.68    1.81    1.94  159.29    2.47     1486  120.379394   23.177386  1502.32 
  433.08 10 07 14.07  855.00   22.77   10.08   44.57   -0.16    1.21    1.24  172.56    2.78     1496  120.379381   23.177411  1511.72 
  436.79 10 07 17.78  854.00   22.78    9.74   43.54    0.09    1.49    1.49  183.09    2.85     1506  120.379390   23.177448  1522.18 
  440.64 10 07 21.64  853.00   22.79    9.42   42.61    0.01    1.69    1.70  178.37    2.73     1516  120.379394   23.177486  1532.99 
  444.33 10 07 25.32  852.00   22.79    9.14   41.80    0.30    1.26    1.30  193.18    2.93     1527  120.379400   23.177513  1542.41 
  447.94 10 07 28.94  851.00   22.80    9.15   41.80    0.13    1.93    1.94  183.39    3.13     1537  120.379400   23.177550  1552.03 
  451.64 10 07 32.63  850.00   22.77    9.32   42.36   -0.37    1.93    2.12  165.77    2.67     1547  120.379400   23.177593  1562.62 
  455.51 10 07 36.51  849.00   22.74    9.53   43.05    0.37    1.10    1.17  200.48    2.51     1557  120.379400   23.177625  1573.00 
  459.11 10 07 40.11  848.00   22.73    9.40   42.69    0.79    2.47    2.60  197.77    2.48     1567  120.379401   23.177662  1581.34 
  462.93 10 07 43.93  847.00   22.68    9.15   42.11   -1.03    2.72    2.91  159.64    2.51     1577  120.379400   23.177699  1592.38 
  467.03 10 07 48.02  846.00   22.65    9.26   42.51    0.21    1.38    1.39  188.66    2.24     1587  120.379390   23.177740  1605.83 
  470.80 10 07 51.80  845.00   22.62    9.40   42.98   -0.24    1.89    1.91  172.76    2.82     1597  120.379390   23.177788  1616.07 
  474.53 10 07 55.53  844.00   22.60    9.53   43.40    0.20    1.60    1.62  187.07    2.90     1607  120.379385   23.177835  1625.98 
  478.26 10 07 59.26  843.00   22.59    9.61   43.68   -0.22    1.33    1.37  162.45    2.61     1617  120.379383   23.177883  1635.60 
  482.46 10 08 03.45  842.00   22.58   10.04   44.99    0.83    2.60    2.75  196.58    2.32     1628  120.379395   23.177939  1645.83 
  486.45 10 08 07.44  841.00   22.52    9.87   44.61   -0.25    1.47    1.51  174.54    2.41     1638  120.379376   23.177994  1654.73 
  490.24 10 08 11.23  840.00   22.50    9.92   44.85   -1.19    2.67    2.92  155.91    2.85     1648  120.379350   23.178045  1665.23 
  494.45 10 08 15.45  839.00   22.45    8.79   41.69   -0.45    1.67    1.76  163.04    2.01     1658  120.379325   23.178105  1675.48 
  498.50 10 08 19.50  838.00   22.43    8.06   39.70   -0.41    1.67    1.72  165.46    2.51     1668  120.379300   23.178175  1686.48 
  502.40 10 08 23.39  837.00   22.42    7.63   38.60   -1.18    2.22    2.53  148.48    2.73     1678  120.379252   23.178238  1697.64 
  506.46 10 08 27.46  836.00   22.41    8.19   40.14   -2.25    3.29    4.00  145.70    2.32     1689  120.379186   23.178324  1708.15 
  510.57 10 08 31.56  835.00   22.39    8.88   42.08   -3.27    2.87    4.37  130.96    2.53     1699  120.379089   23.178421  1717.84 
  514.62 10 08 35.62  834.00   22.35    9.24   43.20   -1.70    3.59    3.97  154.25    2.74     1709  120.379008   23.178519  1728.11 
  518.75 10 08 39.74  833.00   22.34    8.93   42.35   -1.68    3.69    4.06  155.60    2.96     1719  120.378955   23.178622  1738.54 
  523.06 10 08 44.06  832.00   22.33    8.73   41.80   -0.93    2.82    2.98  161.57    2.36     1730  120.378909   23.178731  1749.77 
  526.90 10 08 47.90  831.00   22.31    8.60   41.51   -0.46    2.17    2.22  168.07    3.40     1740  120.378871   23.178809  1759.96 
  531.17 10 08 52.16  830.00   22.28    8.35   40.88   -0.68    3.60    3.67  168.91    2.19     1750  120.378848   23.178935  1770.23 
  534.85 10 08 55.85  829.00   22.26    8.23   40.60    0.37    3.78    3.81  184.83    2.75     1761  120.378831   23.179036  1780.26 
  538.80 10 08 59.80  828.00   22.25    8.13   40.34    0.34    3.35    3.37  185.16    2.37     1771  120.378830   23.179144  1791.26 
  542.75 10 09 03.75  827.00   22.28    8.03   40.00    0.47    2.55    2.60  190.43    2.63     1781  120.378832   23.179245  1801.47 
  546.82 10 09 07.82  826.00   22.25    7.97   39.90    0.34    2.78    2.80  187.06    2.63     1792  120.378848   23.179355  1811.75 
  550.68 10 09 11.67  825.00   22.23    8.05   40.17    0.72    2.75    2.85  193.28    2.45     1802  120.378860   23.179454  1821.78 
  554.82 10 09 15.82  824.00   22.23    8.06   40.20    0.16    0.95    0.97  189.34    2.81     1813  120.378880   23.179566  1830.86 
  559.10 10 09 20.09  823.00   22.18    8.05   40.31    0.97    2.80    2.96  198.95    2.29     1823  120.378920   23.179672  1840.87 
  562.55 10 09 23.54  822.00   22.11    8.11   40.61    0.78    1.81    1.98  201.26    3.04     1833  120.378950   23.179755  1850.60 
  566.50 10 09 27.50  821.00   22.06    8.34   41.40    1.46    3.15    3.48  205.10    2.72     1843  120.378985   23.179855  1861.58 
  570.24 10 09 31.23  820.00   22.02    8.41   41.70    1.12    3.14    3.33  199.57    2.62     1853  120.379030   23.179947  1871.85 
  573.72 10 09 34.72  819.00   21.97    8.44   41.90    1.77    2.65    3.18  214.29    2.83     1864  120.379077   23.180032  1881.67 
  577.56 10 09 38.55  818.00   21.92    8.46   42.10    1.91    2.70    3.31  214.45    2.69     1874  120.379126   23.180131  1893.06 
  581.58 10 09 42.57  817.00   21.83    8.42   42.20    1.95    3.72    4.21  205.18    2.58     1884  120.379172   23.180247  1903.47 
  585.42 10 09 46.41  816.00   21.76    8.38   42.30    2.76    3.69    4.63  216.16    2.18     1894  120.379242   23.180372  1910.92 
