Data Type/Direction:                       StormTracker/Ascending
File Format/Version:                       EOL Sounding Format/1.1
Project Name/Platform:                     unknown/StormTracker
Launch Site:                               unknown
Launch Location (lon,lat,alt):             120.37645, 23.18597, 74.79827819152216
UTC Launch Time (y,m,d,h,m,s):             2021, 04, 02, 08:00:00
Sonde Id/Sonde Type:                       unknown/StormTracker/
Reference Launch Data Source/Time:         unknown/unknown
System Operator/Comments:                  SOUNDING IN EOL FORMAT/
Post Processing Comments:                  AIQC_process_v2.1_L2; Created on 10 Dec 2021 08:44 UTC  
/
  Time   -- UTC  --   Press    Temp   Dewpt    RH     Uwind   Vwind   Wspd     Dir     dZ    GeoPoAlt     Lon         Lat      GPSAlt 
   33.22 08 00 33.22  988.00   27.32   21.66   71.24    0.73   -1.69    1.86  331.14    5.01      245  120.376600   23.185533   253.70 
   34.89 08 00 34.89  987.00   27.15   21.79   72.56    0.24   -5.88    5.90  357.32    5.87      254  120.376609   23.185465   260.24 
   36.40 08 00 36.40  986.00   27.01   22.02   74.18    0.81   -3.83    3.91  348.12    5.51      263  120.376620   23.185398   269.61 
   38.18 08 00 38.17  985.00   26.84   21.77   73.80    2.92   -1.63    3.35  299.21    5.55      272  120.376645   23.185368   278.30 
   39.65 08 00 39.64  984.00   26.71   21.67   73.93    2.68   -2.20    3.50  309.21    6.04      281  120.376689   23.185347   284.65 
   41.48 08 00 41.48  983.00   26.55   21.67   74.59    1.50   -3.93    4.21  339.09    4.91      290  120.376715   23.185281   294.71 
   42.76 08 00 42.76  982.00   26.44   21.67   75.08    2.42   -4.73    5.33  333.47    7.07      298  120.376735   23.185229   301.48 
   44.39 08 00 44.38  981.00   26.30   21.69   75.79    3.70   -5.11    6.32  324.56    5.06      307  120.376785   23.185151   314.24 
   46.12 08 00 46.11  980.00   26.17   21.77   76.76    2.26   -3.84    4.46  329.62    5.34      316  120.376843   23.185077   326.47 
   47.45 08 00 47.44  979.00   26.09   21.84   77.47    1.53   -3.24    3.58  334.66    6.68      325  120.376874   23.185037   333.19 
   48.76 08 00 48.76  978.00   25.98   21.87   78.10    1.48   -2.59    2.98  330.06    6.71      334  120.376895   23.184997   341.82 
   50.57 08 00 50.56  977.00   25.86   21.85   78.57    1.42   -2.32    2.72  329.35    4.70      343  120.376911   23.184969   351.28 
   52.09 08 00 52.09  976.00   25.74   21.83   79.03    1.49   -1.48    2.11  314.76    6.21      351  120.376941   23.184939   360.10 
   53.54 08 00 53.53  975.00   25.64   21.82   79.46    3.33   -3.14    4.58  313.71    5.81      360  120.376972   23.184914   368.46 
   55.40 08 00 55.40  974.00   25.50   21.61   79.08    4.57   -4.68    6.60  315.97    4.77      369  120.377040   23.184850   377.85 
   57.17 08 00 57.16  973.00   25.38   21.34   78.37    3.17   -3.76    4.92  320.04    4.87      378  120.377113   23.184785   386.69 
   59.38 08 00 59.37  972.00   25.28   21.21   78.20    2.42   -4.89    5.46  333.55    4.05      387  120.377164   23.184701   396.21 
   60.83 08 01 00.83  971.00   25.17   21.09   78.12    2.04   -4.40    4.85  335.03    6.51      396  120.377187   23.184637   403.34 
   62.31 08 01 02.31  970.00   25.09   21.00   78.10    3.58   -3.82    5.26  316.51    5.94      405  120.377229   23.184584   411.88 
   63.93 08 01 03.93  969.00   24.97   20.91   78.19    4.98   -3.87    6.31  307.82    5.09      414  120.377297   23.184533   420.97 
   65.76 08 01 05.75  968.00   24.90   20.88   78.38    4.29   -3.34    5.45  307.84    5.44      422  120.377378   23.184487   430.07 
   67.60 08 01 07.59  967.00   24.81   20.78   78.34    2.71   -3.66    4.55  323.35    4.84      431  120.377422   23.184436   439.46 
   69.08 08 01 09.07  966.00   24.74   20.60   77.77    2.82   -3.54    4.53  321.41    6.40      440  120.377462   23.184388   446.85 
   70.64 08 01 10.63  965.00   24.66   20.42   77.27    3.46   -2.57    4.32  306.51    5.20      449  120.377516   23.184347   457.23 
   72.30 08 01 12.29  964.00   24.61   20.33   77.10    3.28   -2.38    4.06  305.89    5.73      458  120.377569   23.184311   465.89 
   73.77 08 01 13.76  963.00   24.54   20.33   77.41    3.01   -4.40    5.37  324.82    6.05      467  120.377613   23.184267   474.08 
   76.06 08 01 16.05  962.00   24.45   20.34   77.90    1.24   -6.39    6.51  348.99    3.43      476  120.377651   23.184146   485.52 
   78.31 08 01 18.31  961.00   24.37   20.24   77.77    2.88   -6.28    6.95  335.59    4.44      485  120.377689   23.184004   495.66 
   80.00 08 01 20.00  960.00   24.32   20.13   77.50    4.17   -2.26    4.74  298.45    5.23      494  120.377750   23.183930   505.07 
   81.89 08 01 21.89  959.00   24.25   19.95   76.93    4.06   -2.96    5.02  306.07    4.20      503  120.377816   23.183892   514.27 
   83.98 08 01 23.97  958.00   24.20   19.85   76.70    4.27   -3.65    5.62  310.55    5.20      512  120.377889   23.183831   521.53 
   85.44 08 01 25.44  957.00   24.15   19.78   76.60    3.38   -2.86    4.43  310.13    5.90      521  120.377938   23.183791   528.04 
   87.33 08 01 27.32  956.00   24.09   19.73   76.63    3.86   -2.48    4.60  302.40    4.71      530  120.378003   23.183760   538.69 
   89.54 08 01 29.53  955.00   24.04   19.70   76.70    5.09   -3.42    6.14  303.88    3.91      539  120.378107   23.183704   549.07 
   91.62 08 01 31.61  954.00   23.99   19.69   76.92    5.25   -2.40    5.77  294.55    4.53      548  120.378221   23.183648   557.59 
   94.04 08 01 34.03  953.00   23.93   19.74   77.41    3.47   -2.65    4.37  307.24    3.58      557  120.378321   23.183589   570.07 
   96.16 08 01 36.16  952.00   23.89   19.80   77.93    3.84   -5.12    6.40  323.13    5.21      566  120.378378   23.183502   579.25 
   98.05 08 01 38.04  951.00   23.84   19.79   78.10    3.59   -3.84    5.26  316.95    4.71      575  120.378452   23.183429   586.52 
   99.73 08 01 39.73  950.00   23.80   19.74   78.03    2.97   -2.99    4.21  315.50    5.57      584  120.378512   23.183378   594.14 
  101.41 08 01 41.40  949.00   23.75   19.66   77.90    1.22   -2.45    2.77  331.14    5.21      593  120.378534   23.183338   602.72 
  103.58 08 01 43.57  948.00   23.69   19.60   77.86    1.33   -3.66    3.92  340.73    4.06      602  120.378552   23.183273   612.20 
  105.41 08 01 45.40  947.00   23.64   19.56   77.90    2.61   -3.00    3.97  318.88    5.28      611  120.378602   23.183228   620.87 
  107.25 08 01 47.25  946.00   23.58   19.50   77.87    2.01   -2.18    2.96  317.21    4.62      620  120.378638   23.183192   629.33 
  109.11 08 01 49.11  945.00   23.53   19.43   77.80    1.38   -2.65    2.99  332.59    4.82      630  120.378671   23.183147   638.12 
  111.09 08 01 51.09  944.00   23.50   19.31   77.36    0.11   -2.84    2.85  357.87    3.39      639  120.378680   23.183098   645.95 
  113.80 08 01 53.80  943.00   23.46   19.04   76.26    0.34   -3.04    3.08  282.98    2.61      648  120.378678   23.183036   656.35 
  115.90 08 01 55.89  942.00   23.41   18.92   75.92    2.21   -4.29    4.83  332.97    4.73      657  120.378708   23.182974   666.33 
  118.83 08 01 58.83  941.00   23.39   18.64   74.72    1.95   -3.67    4.15  332.03    2.18      666  120.378767   23.182875   678.32 
  121.32 08 02 01.32  940.00   23.36   18.45   73.94    1.50   -3.37    3.69  336.12    4.22      675  120.378803   23.182807   686.13 
  123.25 08 02 03.24  939.00   23.34   18.37   73.70    0.65   -1.27    1.42  332.82    4.61      684  120.378830   23.182768   695.63 
  125.92 08 02 05.92  938.00   23.33   18.35   73.60   -0.42   -2.27    2.31   38.43    3.24      694  120.378811   23.182741   705.76 
  128.07 08 02 08.06  937.00   23.29   18.24   73.27   -1.12   -3.31    3.49   18.61    4.83      703  120.378799   23.182677   714.60 
  130.69 08 02 10.69  936.00   23.25   18.07   72.70   -1.91   -4.44    4.83   23.24    2.34      712  120.378763   23.182579   725.45 
  133.62 08 02 13.61  935.00   23.23   18.00   72.44   -2.39   -3.00    3.84   38.50    3.72      721  120.378688   23.182502   732.14 
  135.91 08 02 15.91  934.00   23.21   17.91   72.12   -1.33   -2.35    2.70   29.23    4.30      730  120.378651   23.182433   740.34 
  137.97 08 02 17.96  933.00   23.18   17.79   71.70   -0.90   -1.64    1.87   28.69    4.56      740  120.378630   23.182400   751.55 
  141.49 08 02 21.48  932.00   23.17   17.23   69.26   -1.70   -1.36    2.23   50.52    2.61      749  120.378585   23.182355   760.95 
  145.63 08 02 25.63  931.00   23.18   16.35   65.49   -1.76   -0.61    1.86   71.02    2.24      758  120.378514   23.182327   769.18 
  149.52 08 02 29.51  930.00   23.19   17.15   68.82   -0.75   -2.95    3.11   15.10    1.95      768  120.378485   23.182245   779.23 
  153.55 08 02 33.55  929.00   23.21   17.89   72.01    0.47   -2.41    2.47  349.36    2.34      777  120.378500   23.182139   788.77 
  158.04 08 02 38.03  928.00   23.24   17.27   69.15    0.35   -2.79    2.81  352.88    1.92      786  120.378510   23.182039   798.52 
  161.98 08 02 41.97  927.00   23.28   16.53   65.80    0.10   -3.97    3.97  358.59    2.29      796  120.378520   23.181931   809.56 
  166.06 08 02 46.06  926.00   23.33   16.04   63.58   -0.05   -2.95    2.96   23.04    2.05      805  120.378531   23.181809   818.45 
  169.78 08 02 49.78  925.00   23.40   14.76   58.35    0.97   -2.74    2.91  340.44    2.57      815  120.378568   23.181727   827.32 
  173.84 08 02 53.84  924.00   23.51   13.40   53.09    0.57   -3.52    3.57  350.66    2.29      825  120.378600   23.181615   839.06 
  177.31 08 02 57.30  923.00   23.62   13.82   54.20    0.15   -2.93    2.94  108.05    3.75      834  120.378593   23.181501   849.12 
  180.76 08 03 00.75  922.00   23.73   14.10   54.80    1.26   -2.81    3.08  335.90    2.53      844  120.378648   23.181425   860.84 
  184.56 08 03 04.56  921.00   23.88   14.40   55.40    1.06   -5.00    5.12  348.06    2.64      854  120.378696   23.181278   867.00 
  188.30 08 03 08.30  920.00   23.97   14.52   55.50    1.92   -4.08    4.51  334.81    2.33      863  120.378746   23.181138   874.98 
  191.80 08 03 11.79  919.00   24.07   14.59   55.40    1.86   -3.26    3.76  330.18    2.21      873  120.378798   23.181016   881.76 
  195.73 08 03 15.72  918.00   24.15   14.58   55.13    1.64   -2.73    3.19  329.05    2.84      883  120.378875   23.180915   893.60 
  199.54 08 03 19.54  917.00   24.21   14.60   55.00    1.36   -3.66    3.90  339.59    2.67      892  120.378915   23.180794   903.43 
  203.21 08 03 23.20  916.00   24.24   14.63   55.00    1.91   -3.81    4.26  333.29    2.42      902  120.378986   23.180674   912.18 
  206.46 08 03 26.45  915.00   24.26   14.65   55.00    1.68   -3.91    4.25  336.66    2.74      912  120.379045   23.180562   920.51 
  209.59 08 03 29.58  914.00   24.27   14.68   55.10    2.08   -4.34    4.81  334.41    4.15      921  120.379102   23.180446   930.52 
  213.25 08 03 33.25  913.00   24.30   14.71   55.10    2.76   -3.73    4.64  323.56    2.26      931  120.379200   23.180310   943.16 
  216.71 08 03 36.71  912.00   24.30   14.73   55.17    3.50   -3.07    4.65  311.26    2.58      940  120.379321   23.180209   953.86 
  220.21 08 03 40.21  911.00   24.32   14.79   55.32    3.19   -3.63    4.83  318.69    3.07      950  120.379426   23.180104   962.53 
  223.89 08 03 43.88  910.00   24.30   14.85   55.59    2.51   -4.09    4.80  328.46    2.27      959  120.379518   23.179966   970.64 
  227.49 08 03 47.48  909.00   24.26   14.91   55.95    2.92   -4.24    5.15  325.39    2.74      969  120.379625   23.179831   979.73 
  230.94 08 03 50.93  908.00   24.24   14.96   56.19    2.79   -3.66    4.60  322.63    2.53      978  120.379719   23.179702   989.12 
  234.35 08 03 54.35  907.00   24.22   15.10   56.77    3.80   -4.15    5.63  317.49    2.88      988  120.379824   23.179576   997.55 
  237.70 08 03 57.70  906.00   24.18   15.25   57.44    3.61   -4.11    5.47  318.71    2.86      997  120.379951   23.179449  1006.79 
  241.35 08 04 01.34  905.00   24.15   15.29   57.70    2.68   -3.35    4.30  321.26    2.72     1007  120.380060   23.179336  1017.64 
  244.52 08 04 04.52  904.00   24.10   15.17   57.45    3.20   -3.55    4.78  318.02    3.10     1016  120.380146   23.179239  1027.65 
  248.30 08 04 08.29  903.00   24.05   15.06   57.20    3.54   -3.73    5.15  316.40    2.44     1026  120.380279   23.179108  1036.58 
  251.48 08 04 11.48  902.00   23.99   14.84   56.60    3.03   -3.95    4.98  322.57    3.13     1035  120.380374   23.178991  1041.97 
  254.89 08 04 14.88  901.00   23.92   14.69   56.30    2.98   -3.60    4.68  320.38    2.83     1045  120.380487   23.178864  1052.29 
  258.05 08 04 18.04  900.00   23.90   14.73   56.50    2.97   -4.71    5.57  327.70    4.13     1054  120.380581   23.178738  1060.48 
  261.14 08 04 21.14  899.00   23.84   14.49   55.84    2.99   -3.50    4.61  319.50    3.81     1064  120.380673   23.178626  1070.91 
  264.05 08 04 24.04  898.00   23.81   14.17   54.80    2.55   -4.35    5.04  329.66    3.88     1073  120.380731   23.178519  1081.04 
  267.03 08 04 27.03  897.00   23.77   14.22   55.10    2.49   -5.04    5.62  333.69    2.59     1083  120.380800   23.178409  1093.09 
  270.54 08 04 30.53  896.00   23.76   14.15   54.89    0.82   -3.09    3.20  345.05    2.44     1092  120.380835   23.178289  1103.84 
  274.09 08 04 34.08  895.00   23.74   13.99   54.38    1.63   -2.45    2.94  326.34    2.93     1102  120.380892   23.178197  1115.02 
  277.18 08 04 37.18  894.00   23.72   13.83   53.88    1.37   -2.41    2.78  329.96    2.58     1112  120.380942   23.178116  1125.37 
  280.47 08 04 40.47  893.00   23.69   13.70   53.55    0.75   -3.49    3.57  347.92    3.38     1121  120.380970   23.178031  1135.67 
  283.65 08 04 43.65  892.00   23.66   13.55   53.13    2.07   -4.36    4.83  335.10    3.36     1131  120.381013   23.177914  1144.79 
  286.86 08 04 46.86  891.00   23.63   13.44   52.81    2.14   -4.48    4.96  334.40    3.13     1141  120.381087   23.177785  1156.11 
  290.07 08 04 50.07  890.00   23.59   13.37   52.70    2.46   -3.07    3.93  321.39    3.06     1150  120.381280   23.177599  1173.57 
  293.48 08 04 53.47  889.00   23.57   13.31   52.55    0.47   -3.15    3.19  351.49    2.95     1160  120.381270   23.177540  1182.54 
  296.47 08 04 56.47  888.00   23.53   13.19   52.30    0.16   -3.93    3.93  357.66    3.29     1170  120.381251   23.177455  1189.26 
  299.45 08 04 59.44  887.00   23.48   13.12   52.20    1.38   -3.48    3.74  338.42    3.03     1179  120.381244   23.177391  1193.90 
  302.84 08 05 02.84  886.00   23.44   13.03   52.00    1.01   -2.61    2.80  338.92    2.98     1189  120.381268   23.177323  1202.59 
  306.15 08 05 06.14  885.00   23.41   12.97   51.89    0.42   -3.43    3.46  353.18    2.80     1198  120.381280   23.177246  1211.32 
  309.06 08 05 09.06  884.00   23.35   12.82   51.60    0.66   -3.81    3.87  350.26    3.09     1208  120.381291   23.177158  1219.51 
  312.05 08 05 12.04  883.00   23.29   12.76   51.60   -0.02   -2.98    2.98    0.40    1.97     1218  120.381300   23.177059  1231.30 
  314.14 08 05 14.13  882.00   23.23   12.65   51.37   -0.41   -3.10    3.13    7.50    5.06     1227  120.381280   23.177006  1239.31 
  316.80 08 05 16.79  881.00   23.17   12.51   51.10    0.35   -3.52    3.54  354.45    3.68     1237  120.381290   23.176926  1251.35 
  319.51 08 05 19.51  880.00   23.11   12.41   50.95   -0.72   -3.12    3.21   12.82    3.22     1246  120.381265   23.176855  1260.13 
  322.50 08 05 22.49  879.00   23.05   12.29   50.75   -0.17   -2.16    2.17    4.45    3.15     1256  120.381265   23.176790  1271.62 
  325.31 08 05 25.31  878.00   23.00   12.05   50.08    0.82   -2.56    2.71  342.70    3.39     1266  120.381286   23.176724  1280.53 
  327.53 08 05 27.53  877.00   22.93   11.55   48.67    1.10   -1.50    1.87  323.77    4.57     1275  120.381315   23.176685  1289.10 
  330.21 08 05 30.20  876.00   22.87   11.19   47.72    0.57   -1.06    1.26  326.65    2.94     1285  120.381318   23.176658  1301.30 
  333.65 08 05 33.65  875.00   22.84   10.88   46.84   -2.26   -1.34    2.63   59.45    2.94     1295  120.381247   23.176613  1312.10 
  336.89 08 05 36.88  874.00   22.80   10.62   46.12   -0.90   -0.52    1.04   59.86    3.55     1304  120.381201   23.176581  1321.65 
  340.10 08 05 40.09  873.00   22.74   10.46   45.81   -0.75   -0.44    0.87   59.86    3.03     1314  120.381180   23.176580  1335.46 
  343.14 08 05 43.13  872.00   22.72   10.58   46.23   -0.48   -0.28    0.55   59.86    3.29     1324  120.381180   23.176569  1345.63 
  346.14 08 05 46.13  871.00   22.68   10.74   46.83   -0.54   -0.31    0.62   59.86    2.82     1334  120.381169   23.176561  1352.65 
  349.36 08 05 49.36  870.00   22.66   10.62   46.52   -0.73   -0.42    0.84   59.86    3.23     1344  120.381160   23.176584  1360.40 
  352.49 08 05 52.49  869.00   22.63    9.79   44.11   -0.80   -0.47    0.93   59.86    3.32     1353  120.381160   23.176580  1370.99 
  355.49 08 05 55.48  868.00   22.63    9.39   42.95   -1.31   -0.76    1.51   59.86    3.30     1363  120.381125   23.176560  1381.75 
  358.57 08 05 58.57  867.00   22.62    9.70   43.84   -0.18    1.26    1.27  171.77    3.01     1373  120.381119   23.176590  1385.45 
  361.74 08 06 01.74  866.00   22.61   10.24   45.50   -0.10    0.72    0.72  171.77    3.33     1383  120.381093   23.176590  1397.51 
  364.63 08 06 04.62  865.00   22.60   10.54   46.43   -0.11    0.77    0.78  171.77    3.48     1393  120.381080   23.176600  1407.50 
  367.76 08 06 07.76  864.00   22.60   10.71   46.98   -0.07    0.48    0.49  171.77    2.86     1403  120.381072   23.176600  1416.78 
  370.83 08 06 10.82  863.00   22.59   10.83   47.38   -0.07    0.47    0.48  171.77    3.35     1413  120.381060   23.176608  1424.39 
  373.87 08 06 13.87  862.00   22.56   10.78   47.31   -0.06    0.42    0.42  171.77    3.77     1423  120.381060   23.176591  1437.65 
  377.11 08 06 17.11  861.00   22.54   10.63   46.89   -0.17    1.18    1.19  171.77    2.73     1433  120.381040   23.176580  1449.94 
  380.25 08 06 20.25  860.00   22.51   10.49   46.55   -0.08    0.55    0.55  171.77    4.98     1443  120.381027   23.176590  1459.03 
  383.25 08 06 23.25  859.00   22.50   10.24   45.80   -0.09    0.62    0.63  171.77    3.26     1453  120.381020   23.176603  1468.54 
  386.15 08 06 26.14  858.00   22.50    9.85   44.64   -0.10    0.69    0.70  171.77    3.65     1463  120.381031   23.176619  1477.88 
  389.13 08 06 29.13  857.00   22.47    9.50   43.67   -0.09    0.65    0.66  171.77    3.48     1473  120.381040   23.176600  1488.42 
  391.99 08 06 31.99  856.00   22.43    9.34   43.30   -0.06    0.38    0.38  171.77    4.35     1483  120.381030   23.176600  1498.03 
  395.18 08 06 35.18  855.00   22.40    9.31   43.30   -0.09    0.60    0.61  171.77    3.55     1493  120.381030   23.176600  1509.31 
  398.14 08 06 38.13  854.00   22.38    9.44   43.74   -0.08    0.53    0.53  171.77    3.24     1503  120.381041   23.176610  1518.19 
  401.27 08 06 41.27  853.00   22.34    9.82   44.98   -0.06    0.38    0.39  171.77    3.38     1513  120.381040   23.176613  1528.49 
  404.25 08 06 44.25  852.00   22.31    9.94   45.42   -0.11    0.75    0.76  171.77    3.16     1523  120.381040   23.176610  1539.18 
  407.29 08 06 47.29  851.00   22.27    9.55   44.34   -0.09    0.62    0.63  171.77    3.72     1533  120.381043   23.176600  1548.85 
  410.58 08 06 50.57  850.00   22.24    9.32   43.74   -0.09    0.64    0.64  171.77    3.32     1543  120.381060   23.176600  1559.05 
  413.84 08 06 53.83  849.00   22.20    9.23   43.60   -0.20    1.38    1.39  171.77    3.13     1553  120.381042   23.176628  1569.29 
  417.15 08 06 57.15  848.00   22.18    9.21   43.60   -0.16    1.13    1.15  171.77    2.48     1563  120.381030   23.176660  1581.49 
  420.24 08 07 00.24  847.00   22.13    9.17   43.62   -0.03    0.19    0.20  171.77    3.15     1573  120.381030   23.176670  1591.64 
  423.04 08 07 03.03  846.00   22.06    9.24   44.01   -0.08    0.54    0.55  171.77    3.67     1583  120.381030   23.176660  1602.19 
  426.33 08 07 06.33  845.00   22.00    9.41   44.67   -0.11    0.76    0.77  171.77    2.77     1593  120.381027   23.176680  1613.02 
  429.30 08 07 09.30  844.00   21.97    9.51   45.03   -0.49    1.51    1.59  161.97    3.54     1603  120.380987   23.176703  1623.28 
  432.20 08 07 12.20  843.00   21.94    9.49   45.09   -0.43    1.33    1.40  161.97    3.63     1613  120.380958   23.176721  1634.00 
  435.35 08 07 15.34  842.00   21.88    9.40   44.97   -0.27    0.84    0.89  161.97    3.11     1623  120.380927   23.176720  1645.08 
  438.06 08 07 18.05  841.00   21.82    9.26   44.70   -0.27    0.83    0.88  161.97    3.00     1633  120.380921   23.176721  1655.07 
  441.36 08 07 21.36  840.00   21.78    9.27   44.84   -0.50    1.54    1.62  161.97    2.98     1643  120.380930   23.176754  1664.30 
  444.51 08 07 24.51  839.00   21.72    9.28   45.05   -0.57    1.58    1.68  160.46    3.15     1653  120.380935   23.176790  1673.59 
  447.72 08 07 27.71  838.00   21.66    9.10   44.67   -0.31    0.80    0.86  159.01    3.42     1662  120.380913   23.176820  1683.32 
  450.88 08 07 30.87  837.00   21.60    8.91   44.26   -1.01    1.59    1.89  147.87    3.16     1672  120.380872   23.176839  1693.48 
  454.15 08 07 34.14  836.00   21.55    8.18   42.24   -0.96    0.79    1.24  129.33    2.91     1682  120.380829   23.176871  1706.32 
  457.17 08 07 37.16  835.00   21.49    7.87   41.52   -1.18    0.97    1.53  129.33    3.22     1693  120.380800   23.176892  1716.70 
  460.29 08 07 40.28  834.00   21.45    7.94   41.84   -1.18    1.47    1.88  141.10    5.60     1703  120.380784   23.176923  1725.55 
  463.35 08 07 43.35  833.00   21.40    7.72   41.32   -1.12    1.25    1.68  138.40    5.09     1713  120.380753   23.176934  1736.62 
  466.45 08 07 46.44  832.00   21.36    7.35   40.41   -1.84    2.09    2.78  138.52    2.94     1723  120.380701   23.176989  1746.08 
  469.98 08 07 49.97  831.00   21.32    7.10   39.80   -2.08    2.39    3.17  139.04    2.67     1733  120.380620   23.177070  1757.31 
  473.26 08 07 53.26  830.00   21.29    6.96   39.50   -1.24    2.17    2.51  150.21    3.02     1743  120.380577   23.177148  1767.40 
  476.59 08 07 56.59  829.00   21.25    6.79   39.12   -0.58    1.65    1.74  160.71    3.09     1753  120.380560   23.177210  1776.82 
  479.84 08 07 59.83  828.00   21.21    6.20   37.67   -0.89    2.03    2.22  156.41    3.61     1763  120.380532   23.177257  1788.26 
  483.17 08 08 03.17  827.00   21.18    5.86   36.85   -1.99    2.72    3.37  143.75    2.64     1774  120.380478   23.177333  1797.54 
  486.40 08 08 06.39  826.00   21.16    6.33   38.14   -0.78    2.24    2.38  160.96    2.88     1784  120.380456   23.177408  1806.59 
  489.70 08 08 09.69  825.00   21.14    6.86   39.58    0.05    2.64    2.65  180.74    3.00     1794  120.380460   23.177481  1820.15 
  492.90 08 08 12.89  824.00   21.13    7.14   40.38    0.36    1.81    1.84  191.42    3.69     1805  120.380469   23.177529  1828.10 
  496.24 08 08 16.23  823.00   21.10    7.27   40.82    0.31    1.74    1.77  189.81    2.72     1815  120.380482   23.177595  1837.79 
  499.21 08 08 19.21  822.00   21.07    7.35   41.14    0.23    1.13    1.15  191.35    3.73     1825  120.380498   23.177622  1849.84 
  502.28 08 08 22.27  821.00   21.02    7.56   41.83   -0.59    2.74    2.80  168.25    3.51     1835  120.380477   23.177678  1859.54 
  505.22 08 08 25.21  820.00   20.99    7.67   42.22   -0.47    3.28    3.32  172.00    3.53     1846  120.380438   23.177777  1867.04 
  508.17 08 08 28.17  819.00   20.95    7.87   42.91    0.36    2.14    2.17  189.45    5.33     1856  120.380452   23.177832  1878.13 
  511.39 08 08 31.39  818.00   20.92    8.16   43.86    0.35    2.12    2.15  189.45    3.02     1866  120.380484   23.177884  1889.48 
  514.63 08 08 34.63  817.00   20.85    8.52   45.13    0.17    1.04    1.06  189.45    3.08     1876  120.380500   23.177926  1900.61 
  517.96 08 08 37.96  816.00   20.78    8.67   45.79    0.88    2.91    3.04  196.84    3.26     1887  120.380530   23.177989  1911.47 
