Data Type/Direction:                       StormTracker/Ascending
File Format/Version:                       EOL Sounding Format/1.1
Project Name/Platform:                     unknown/StormTracker
Launch Site:                               unknown
Launch Location (lon,lat,alt):             120.37646000000001, 23.185978828328142, 84.8436781724867
UTC Launch Time (y,m,d,h,m,s):             2021, 04, 02, 07:00:01
Sonde Id/Sonde Type:                       unknown/StormTracker/
Reference Launch Data Source/Time:         unknown/unknown
System Operator/Comments:                  SOUNDING IN EOL FORMAT/
Post Processing Comments:                  AIQC_process_v2.1_L2; Created on 10 Dec 2021 08:40 UTC  
/
  Time   -- UTC  --   Press    Temp   Dewpt    RH     Uwind   Vwind   Wspd     Dir     dZ    GeoPoAlt     Lon         Lat      GPSAlt 
   56.16 07 00 57.16  988.00   24.69   22.30   86.57   -0.28   -1.28    1.31   12.29    3.41      246  120.376128   23.185538   241.14 
   59.43 07 01 00.43  987.00   24.69   22.23   86.20    0.44   -2.06    2.26  154.17    2.65      255  120.376124   23.185506   251.83 
   62.60 07 01 03.60  986.00   24.69   22.21   86.10   -0.62   -2.39    2.47   14.88    2.61      264  120.376110   23.185468   259.32 
   65.50 07 01 06.49  985.00   24.69   22.32   86.71    0.82   -4.05    4.22  175.38    3.16      273  120.376100   23.185425   269.33 
   68.50 07 01 09.49  984.00   24.67   22.13   85.80   -0.40   -1.19    1.41  197.61    2.86      281  120.376110   23.185395   276.70 
   71.80 07 01 12.80  983.00   24.63   22.11   85.90   -0.10   -2.75    2.78   72.18    2.57      290  120.376110   23.185352   283.64 
   74.87 07 01 15.86  982.00   24.58   22.08   86.00   -0.39   -3.55    3.60   48.65    2.96      299  120.376120   23.185313   293.32 
   77.94 07 01 18.93  981.00   24.55   22.07   86.10    0.02   -0.50    0.50  357.90    2.79      308  120.376130   23.185281   301.23 
   80.88 07 01 21.88  980.00   24.51   22.05   86.19    1.76    0.97    2.47  248.08    2.52      317  120.376139   23.185250   310.65 
   83.87 07 01 24.87  979.00   24.48   21.95   85.81    0.54   -1.38    1.49  338.18    2.62      326  120.376140   23.185211   318.06 
   86.64 07 01 27.64  978.00   24.45   21.91   85.74   -0.65   -3.74    3.85  136.74    3.19      335  120.376140   23.185157   330.35 
   89.49 07 01 30.49  977.00   24.42   21.89   85.80   -0.59   -1.56    1.68   15.22    3.04      343  120.376140   23.185120   340.08 
   93.17 07 01 34.17  976.00   24.35   21.84   85.92    0.64   -1.16    1.32  330.86    2.39      352  120.376152   23.185088   350.31 
   96.57 07 01 37.57  975.00   24.28   21.83   86.20    0.95   -3.45    3.59  347.46    2.84      361  120.376161   23.185049   362.05 
   99.69 07 01 40.69  974.00   24.23   21.78   86.20    1.36   -1.87    2.32  325.18    3.04      370  120.376187   23.185006   367.86 
  102.49 07 01 43.48  973.00   24.17   21.76   86.40    0.54   -3.61    3.88  181.83    3.27      379  120.376200   23.184975   377.77 
  105.44 07 01 46.44  972.00   24.14   21.75   86.51    0.83   -0.50    1.38  298.44    3.08      388  120.376210   23.184950   384.81 
  108.20 07 01 49.20  971.00   24.11   21.69   86.34    1.45    2.34    2.82  212.65    3.26      397  120.376230   23.184948   392.82 
  111.25 07 01 52.25  970.00   24.06   21.66   86.48    3.25   -1.53    3.61  295.96    2.83      406  120.376283   23.184925   403.27 
  113.87 07 01 54.86  969.00   24.00   21.66   86.77    2.80   -1.41    3.15  299.51    3.38      415  120.376297   23.184891   411.95 
  116.32 07 01 57.31  968.00   23.95   21.64   86.93    2.19   -1.20    2.52  300.51    2.94      423  120.376316   23.184850   420.53 
  118.99 07 01 59.98  967.00   23.88   21.51   86.60    2.86   -2.22    3.62  307.76    3.67      432  120.376380   23.184810   428.89 
  122.55 07 02 03.55  966.00   23.82   20.54   81.92    3.48   -2.56    4.37  304.16    2.75      441  120.376467   23.184780   439.48 
  126.14 07 02 07.13  965.00   23.78   20.13   80.03    1.80   -1.05    2.09  297.55    2.47      450  120.376553   23.184746   448.52 
  129.67 07 02 10.67  964.00   23.77   19.79   78.40    3.71   -2.47    4.52  303.34    2.37      459  120.376657   23.184707   456.46 
  133.33 07 02 14.32  963.00   23.78   19.79   78.40    3.77   -1.53    4.19  292.32    2.36      468  120.376767   23.184667   466.48 
  137.07 07 02 18.06  962.00   23.77   19.87   78.80    3.15   -1.45    3.48  294.50    1.97      477  120.376872   23.184620   474.58 
  140.84 07 02 21.84  961.00   23.77   19.83   78.62    2.22   -2.20    3.13  314.78    2.05      486  120.376957   23.184582   483.34 
  144.60 07 02 25.59  960.00   23.79   19.51   76.96    1.71   -1.86    2.53  317.47    2.56      495  120.377032   23.184528   492.43 
  148.32 07 02 29.32  959.00   23.80   19.45   76.63    2.48   -1.86    3.13  301.43    2.75      504  120.377110   23.184484   501.03 
  152.24 07 02 33.24  958.00   23.87   19.42   76.18    1.60   -0.88    1.83  298.00    2.28      514  120.377192   23.184440   507.88 
  156.15 07 02 37.15  957.00   23.88   19.42   76.16    2.93   -2.24    3.69  306.98    2.40      523  120.377273   23.184398   515.05 
  159.96 07 02 40.95  956.00   23.91   19.38   75.80    1.62   -1.42    2.18  312.66    2.55      532  120.377330   23.184360   526.57 
  164.16 07 02 45.16  955.00   23.92   19.32   75.45    3.47   -1.68    3.90  298.28    1.99      541  120.377392   23.184308   536.53 
  168.37 07 02 49.36  954.00   23.95   19.15   74.56    2.38   -1.25    2.72  299.34    2.12      550  120.377447   23.184266   546.04 
  172.33 07 02 53.33  953.00   23.99   18.97   73.57    1.49   -0.48    1.57  288.25    2.54      559  120.377503   23.184237   555.52 
  176.30 07 02 57.30  952.00   23.96   19.04   73.98    3.95   -0.04    3.95  271.34    2.36      568  120.377563   23.184210   565.60 
  180.32 07 03 01.32  951.00   23.95   18.73   72.60    1.75   -2.79    3.67  327.03    2.27      577  120.377613   23.184180   575.08 
  184.41 07 03 05.41  950.00   23.93   18.51   71.72    1.77   -1.71    2.65  298.19    2.27      587  120.377668   23.184162   584.35 
  188.39 07 03 09.39  949.00   23.92   18.50   71.70    0.96   -0.77    1.24  312.13    2.41      596  120.377710   23.184130   591.79 
  192.28 07 03 13.27  948.00   23.94   17.84   68.71    1.70   -1.22    2.09  305.75    2.65      605  120.377753   23.184097   600.66 
  196.33 07 03 17.33  947.00   23.96   16.75   64.07   -0.02   -2.67    2.74  119.02    2.47      614  120.377773   23.184070   609.28 
  200.49 07 03 21.49  946.00   23.99   16.20   61.76    1.25   -1.88    3.27  309.07    2.36      623  120.377800   23.184035   619.64 
  204.15 07 03 25.14  945.00   24.01   17.03   65.02    0.50   -1.13    1.73  345.27    2.33      633  120.377813   23.184000   629.84 
  207.90 07 03 28.90  944.00   24.07   17.68   67.51    0.44   -1.30    1.39  343.26    2.40      642  120.377839   23.183980   639.13 
  211.45 07 03 32.45  943.00   24.10   17.50   66.62    0.35   -2.88    3.13  149.26    2.40      651  120.377845   23.183950   649.04 
  214.86 07 03 35.86  942.00   24.15   16.92   64.04    1.97   -0.47    2.25  285.20    3.20      660  120.377850   23.183929   657.62 
  218.40 07 03 39.40  941.00   24.16   16.60   62.70   -0.65   -2.21    2.31   15.97    2.69      670  120.377846   23.183886   666.95 
  221.97 07 03 42.97  940.00   24.17   16.61   62.70   -1.48   -1.52    2.13   44.93    2.32      679  120.377820   23.183841   676.88 
  225.32 07 03 46.31  939.00   24.19   16.07   60.48   -2.36   -1.78    3.32   57.45    2.71      688  120.377800   23.183807   686.39 
  228.65 07 03 49.64  938.00   24.26   15.30   57.36   -0.37   -1.94    1.98   11.27    2.91      698  120.377790   23.183757   694.49 
  231.70 07 03 52.69  937.00   24.30   15.48   57.88   -0.54   -2.59    2.68   14.30    2.73      707  120.377780   23.183723   703.13 
  234.75 07 03 55.75  936.00   24.34   15.17   56.62   -1.19   -1.75    2.21   33.29    3.29      716  120.377765   23.183682   712.88 
  237.91 07 03 58.91  935.00   24.38   14.65   54.63    0.44   -3.00    3.03  320.79    2.73      726  120.377761   23.183622   721.27 
  240.98 07 04 01.98  934.00   24.40   14.66   54.59    1.34   -4.43    4.65  337.16    3.01      735  120.377770   23.183561   732.35 
  244.15 07 04 05.14  933.00   24.49   14.55   53.91    0.06   -0.95    1.00  297.58    2.59      745  120.377770   23.183509   740.63 
  247.16 07 04 08.15  932.00   24.49   14.75   54.61    0.38   -1.99    2.05  352.19    2.87      754  120.377772   23.183447   750.18 
  250.08 07 04 11.08  931.00   24.54   15.13   55.81    0.20   -1.87    1.94   27.36    3.22      764  120.377782   23.183398   759.24 
  253.08 07 04 14.08  930.00   24.56   15.12   55.69    1.41   -3.34    3.63  337.21    2.99      773  120.377791   23.183328   768.53 
  256.00 07 04 17.00  929.00   24.61   15.14   55.60    2.19   -3.27    3.94  326.12    2.90      782  120.377810   23.183260   779.54 
  258.92 07 04 19.91  928.00   24.64   15.03   55.11    0.72   -2.78    2.88  345.98    3.56      792  120.377829   23.183192   788.94 
  261.73 07 04 22.72  927.00   24.66   14.97   54.83   -0.76   -3.64    4.04  107.77    3.41      801  120.377835   23.183125   799.28 
  265.01 07 04 26.01  926.00   24.69   14.96   54.70    0.32   -2.14    2.16  351.76    2.33      811  120.377850   23.183050   808.53 
  267.68 07 04 28.68  925.00   24.68   15.00   54.87    1.12   -3.84    4.00  342.76    3.36      820  120.377867   23.182980   817.03 
  270.55 07 04 31.55  924.00   24.65   15.01   55.00    0.28   -3.72    3.76  153.27    3.69      830  120.377890   23.182903   826.83 
  273.37 07 04 34.36  923.00   24.65   15.01   55.00   -0.26   -3.99    4.00  134.51    3.39      839  120.377920   23.182829   835.62 
  276.13 07 04 37.12  922.00   24.64   15.03   55.11    0.21   -3.82    3.87  355.66    3.49      848  120.377933   23.182757   845.48 
  278.98 07 04 39.98  921.00   24.61   15.03   55.20   -0.01   -1.77    1.77    0.11    2.44      858  120.377950   23.182690   854.20 
  281.74 07 04 42.73  920.00   24.57   15.02   55.30    0.91   -3.36    3.54  343.21    2.98      867  120.377977   23.182615   864.92 
  284.64 07 04 45.64  919.00   24.56   15.05   55.46    0.98   -2.82    3.01  345.02    3.39      877  120.378003   23.182537   872.97 
  287.45 07 04 48.44  918.00   24.52   15.05   55.54    1.05   -3.74    3.91  339.26    3.49      886  120.378024   23.182452   882.99 
  290.20 07 04 51.20  917.00   24.50   15.12   55.92    3.00   -3.98    5.06  324.42    3.42      895  120.378062   23.182374   890.40 
  292.88 07 04 53.88  916.00   24.47   15.20   56.29   -0.03   -6.64    6.74   39.59    3.88      905  120.378099   23.182286   901.24 
  295.76 07 04 56.76  915.00   24.42   15.28   56.75    2.22   -5.81    6.22  338.85    3.41      914  120.378138   23.182202   910.40 
  298.62 07 04 59.62  914.00   24.37   15.35   57.16    2.29   -3.89    4.52  329.58    3.17      924  120.378189   23.182121   919.36 
  301.51 07 05 02.50  913.00   24.32   15.41   57.55    2.20   -3.74    4.34  329.49    3.34      933  120.378260   23.182030   930.62 
  304.54 07 05 05.53  912.00   24.31   15.38   57.50    2.15   -2.72    3.47  320.80    3.20      942  120.378321   23.181944   938.68 
  307.09 07 05 08.08  911.00   24.27   15.37   57.60    1.24   -1.74    2.15  327.75    4.14      952  120.378372   23.181867   948.46 
  310.04 07 05 11.04  910.00   24.22   15.36   57.72    2.82   -2.80    3.98  314.64    3.80      961  120.378442   23.181769   957.41 
  313.03 07 05 14.02  909.00   24.16   15.27   57.60    5.78   -4.87    7.55  310.17    3.07      971  120.378531   23.181679   968.49 
  315.89 07 05 16.89  908.00   24.12   15.21   57.49    3.63   -6.00    7.05  327.65    2.98      980  120.378607   23.181585   978.42 
  318.73 07 05 19.72  907.00   24.08   15.16   57.46    3.80   -3.53    5.27  315.56    3.27      990  120.378692   23.181491   988.04 
  322.01 07 05 23.00  906.00   24.04   14.83   56.40    1.30   -2.36    2.70  331.54    2.42      999  120.378770   23.181380  1000.15 
  325.13 07 05 26.12  905.00   23.96   14.71   56.23    3.98   -3.61    5.38  312.07    2.50     1008  120.378875   23.181275  1008.75 
  328.28 07 05 29.28  904.00   23.90   14.78   56.69    4.51   -4.49    6.38  316.22    3.21     1018  120.378976   23.181172  1019.60 
  331.41 07 05 32.41  903.00   23.91   15.18   58.15    2.75   -3.52    4.50  323.17    3.26     1027  120.379058   23.181064  1028.34 
  334.64 07 05 35.63  902.00   23.85   14.71   56.60    3.78   -3.60    5.23  312.56    2.53     1037  120.379159   23.180945  1037.00 
  337.61 07 05 38.60  901.00   23.78   14.65   56.60    3.18   -3.85    5.21  321.34    3.55     1046  120.379254   23.180848  1047.81 
  340.67 07 05 41.67  900.00   23.73   14.56   56.47    3.02   -3.60    4.70  320.13    2.93     1056  120.379340   23.180740  1056.63 
  343.64 07 05 44.64  899.00   23.66   14.53   56.56    2.87   -5.56    6.29  330.68    3.30     1065  120.379419   23.180634  1065.47 
  346.75 07 05 47.74  898.00   23.61   14.46   56.53    2.72   -4.94    5.69  330.63    3.78     1075  120.379485   23.180523  1074.77 
  350.15 07 05 51.15  897.00   23.56   14.40   56.47    1.89   -2.80    3.40  324.80    2.45     1084  120.379553   23.180437  1083.44 
  353.35 07 05 54.35  896.00   23.49   14.26   56.20    2.31   -3.01    3.87  327.42    2.68     1094  120.379607   23.180339  1093.87 
  356.45 07 05 57.44  895.00   23.46   14.22   56.14    2.61   -3.61    4.46  324.37    2.74     1103  120.379653   23.180242  1104.35 
  359.72 07 06 00.72  894.00   23.43   14.19   56.14    2.71   -2.90    3.98  317.37    2.66     1113  120.379694   23.180138  1113.97 
  362.90 07 06 03.90  893.00   23.41   14.03   55.62    1.09   -4.22    4.42  345.87    3.36     1123  120.379730   23.180043  1124.32 
  366.45 07 06 07.45  892.00   23.34   13.93   55.51    1.46   -3.52    3.94  342.59    2.95     1132  120.379755   23.179936  1134.77 
  369.93 07 06 10.92  891.00   23.31   13.81   55.18    0.77   -1.80    1.96  337.06    2.71     1142  120.379779   23.179832  1143.22 
  373.36 07 06 14.36  890.00   23.28   13.68   54.80    0.10   -4.02    4.03  357.84    2.71     1151  120.379800   23.179739  1152.01 
  376.64 07 06 17.63  889.00   23.19   13.65   54.99    2.40   -3.09    4.35  322.27    2.95     1161  120.379833   23.179637  1163.23 
  379.94 07 06 20.93  888.00   23.15   13.85   55.84    1.74   -3.00    3.47  330.11    2.84     1170  120.379859   23.179551  1172.46 
  383.16 07 06 24.15  887.00   23.09   13.50   54.78   -0.11   -5.34    5.34   57.50    3.01     1180  120.379870   23.179455  1182.29 
  386.49 07 06 27.49  886.00   23.04   13.43   54.70    0.24   -3.88    3.91  356.27    3.73     1189  120.379885   23.179368  1192.87 
  389.88 07 06 30.87  885.00   23.05   13.46   54.79    0.58   -2.22    2.30  346.25    2.81     1199  120.379909   23.179272  1202.04 
  393.14 07 06 34.14  884.00   22.97   13.34   54.60    0.67   -2.50    2.59  344.89    2.87     1209  120.379920   23.179186  1216.14 
  396.42 07 06 37.41  883.00   22.85   13.21   54.56    0.45   -3.74    3.97  153.00    2.90     1218  120.379934   23.179103  1226.35 
  399.82 07 06 40.81  882.00   22.76   13.16   54.66    0.27   -2.78    2.79  354.35    2.74     1228  120.379950   23.179015  1234.23 
  402.89 07 06 43.89  881.00   22.67   12.98   54.31    0.53   -2.63    2.68  349.14    2.87     1237  120.379950   23.178942  1243.91 
  406.03 07 06 47.03  880.00   22.61   12.86   54.10   -0.37   -2.54    2.61   21.14    3.58     1247  120.379930   23.178859  1254.15 
  409.57 07 06 50.57  879.00   22.52   12.77   54.06    0.34   -3.29    3.31  354.19    2.81     1256  120.379936   23.178773  1263.74 
  412.80 07 06 53.80  878.00   22.44   12.60   53.74   -0.24   -2.94    2.95    5.60    2.54     1266  120.379912   23.178704  1272.67 
  416.07 07 06 57.06  877.00   22.40   12.28   52.77   -3.43   -2.74    4.49   50.43    3.45     1275  120.379879   23.178639  1283.84 
  419.73 07 07 00.73  876.00   22.34   11.86   51.50   -0.44   -1.57    1.65   11.67    2.47     1285  120.379857   23.178583  1293.95 
  422.99 07 07 03.99  875.00   22.29   11.16   49.30   -1.89   -2.22    2.91   40.43    2.96     1295  120.379820   23.178530  1302.15 
  426.24 07 07 07.23  874.00   22.19   10.59   47.78   -1.86   -4.21    4.61   24.52    2.81     1304  120.379788   23.178475  1311.97 
  429.55 07 07 10.55  873.00   22.13   10.20   46.73   -2.43   -0.68    2.95   62.07    3.08     1314  120.379759   23.178440  1322.49 
  432.98 07 07 13.97  872.00   22.10   10.01   46.20   -1.15   -1.50    1.89   37.52    2.64     1323  120.379720   23.178400  1331.33 
  436.51 07 07 17.50  871.00   22.11    9.63   45.05   -2.41   -0.40    2.45   79.83    2.56     1333  120.379685   23.178375  1341.36 
  439.93 07 07 20.92  870.00   22.05   10.39   47.54   -3.99   -2.13    4.52   62.02    2.71     1343  120.379641   23.178341  1352.42 
  443.58 07 07 24.58  869.00   22.01   10.31   47.42   -1.52   -0.14    1.54   85.14    2.77     1353  120.379594   23.178320  1362.15 
  446.91 07 07 27.91  868.00   21.97    9.65   45.46   -2.10   -1.36    2.52   57.08    3.35     1363  120.379551   23.178301  1370.21 
  450.62 07 07 31.62  867.00   21.94    9.14   44.02   -2.15   -2.31    3.36   45.38    2.71     1372  120.379514   23.178290  1381.63 
  454.02 07 07 35.02  866.00   21.90    9.73   45.92   -1.81    0.94    2.08  118.11    2.95     1382  120.379470   23.178280  1390.91 
  457.59 07 07 38.58  865.00   21.88   10.27   47.68   -1.74   -0.41    1.78   76.83    2.68     1392  120.379424   23.178274  1399.73 
  461.20 07 07 42.20  864.00   21.86   10.60   48.76   -2.21    0.36    2.30  101.46    2.09     1402  120.379378   23.178260  1410.11 
  464.65 07 07 45.65  863.00   21.89   10.91   49.70   -2.96   -1.43    3.49   80.84    3.21     1412  120.379337   23.178263  1420.21 
  468.45 07 07 49.44  862.00   21.87   10.86   49.61   -1.69   -0.16    1.98   78.98    2.60     1422  120.379300   23.178254  1429.89 
  472.20 07 07 53.20  861.00   21.84   10.78   49.44   -1.64   -0.60    1.75   68.57    2.63     1432  120.379268   23.178248  1439.71 
  475.81 07 07 56.81  860.00   21.84   10.81   49.50   -2.48    0.43    2.53   99.98    2.61     1442  120.379232   23.178250  1449.28 
  479.37 07 08 00.37  859.00   21.82   10.60   48.90   -2.85    1.77    3.49  127.12    2.58     1452  120.379206   23.178260  1460.06 
  483.11 07 08 04.10  858.00   21.81   10.51   48.65    1.07    0.88    2.12  231.76    2.26     1462  120.379198   23.178270  1470.42 
  486.93 07 08 07.92  857.00   21.81   10.41   48.30   -1.87    0.52    1.94  106.08    2.61     1472  120.379161   23.178270  1479.65 
  490.51 07 08 11.50  856.00   21.80   10.67   49.20   -0.93    1.89    2.27  147.27    2.79     1482  120.379150   23.178270  1489.45 
  494.41 07 08 15.40  855.00   21.76   10.38   48.36   -3.38   -0.37    3.53   85.16    2.54     1492  120.379140   23.178270  1500.82 
  498.21 07 08 19.20  854.00   21.74   10.32   48.22    0.17    2.27    3.13  183.00    2.61     1502  120.379138   23.178278  1511.38 
  502.23 07 08 23.23  853.00   21.73   10.07   47.48   -0.16    0.42    1.05  117.86    2.58     1512  120.379122   23.178282  1520.64 
  505.81 07 08 26.81  852.00   21.70    9.97   47.22    0.77    2.21    2.35  200.34    3.48     1522  120.379120   23.178270  1530.36 
  509.45 07 08 30.45  851.00   21.68    9.91   47.10   -1.16    1.71    3.28  145.70    2.84     1532  120.379125   23.178270  1541.20 
  513.34 07 08 34.33  850.00   21.63    9.88   47.13   -0.68    0.73    1.57  163.11    2.80     1542  120.379127   23.178277  1551.62 
  517.14 07 08 38.13  849.00   21.57   10.01   47.73    0.14    0.68    0.82  189.57    2.79     1552  120.379121   23.178270  1561.00 
  521.15 07 08 42.14  848.00   21.53   10.06   48.01   -0.40    2.67    2.75  172.38    2.52     1562  120.379120   23.178271  1571.97 
  524.99 07 08 45.98  847.00   21.49    9.93   47.70    1.95    2.19    2.98  221.47    2.04     1572  120.379120   23.178290  1583.57 
  528.70 07 08 49.70  846.00   21.40    9.59   46.89   -0.76    2.86    2.96  167.16    2.49     1581  120.379103   23.178314  1592.41 
  532.68 07 08 53.67  845.00   21.33    9.35   46.33   -0.78    1.20    1.72  148.20    2.52     1591  120.379100   23.178330  1601.61 
  536.46 07 08 57.45  844.00   21.28    9.29   46.30   -0.41    2.71    2.76  174.50    2.85     1601  120.379090   23.178350  1612.08 
  540.34 07 09 01.33  843.00   21.21    8.96   45.47   -2.58    1.09    3.07  110.47    2.71     1611  120.379087   23.178353  1622.94 
  544.06 07 09 05.06  842.00   21.15    8.61   44.59    0.32    1.94    2.27  187.46    2.96     1621  120.379080   23.178379  1632.22 
  547.98 07 09 08.98  841.00   21.10    8.54   44.50   -1.12    0.64    1.29  119.62    2.66     1631  120.379070   23.178380  1640.71 
  551.95 07 09 12.95  840.00   21.06    8.41   44.21   -1.31    1.43    1.95  136.53    2.37     1641  120.379060   23.178410  1651.44 
  555.74 07 09 16.73  839.00   21.00    8.11   43.48   -2.99    1.07    3.50  107.25    2.57     1651  120.379050   23.178410  1661.73 
  559.68 07 09 20.68  838.00   20.96    8.05   43.40   -1.82    0.29    2.14  100.68    2.65     1661  120.379030   23.178430  1671.22 
  563.48 07 09 24.47  837.00   20.97    7.78   42.60   -1.71    2.02    2.67  138.37    2.93     1671  120.379000   23.178460  1678.33 
  567.43 07 09 28.43  836.00   20.97    7.35   41.37   -2.07   -0.07    2.07   87.00    2.55     1682  120.378956   23.178480  1687.94 
  570.97 07 09 31.96  835.00   21.01    6.94   40.14   -4.40    2.66    5.14  120.38    3.33     1692  120.378901   23.178510  1698.53 
  575.19 07 09 36.19  834.00   20.99    6.58   39.20   -1.61    0.49    1.73   93.66    2.76     1702  120.378836   23.178534  1711.00 
  579.02 07 09 40.01  833.00   21.05    6.30   38.31   -3.56    1.71    3.96  116.39    2.64     1713  120.378760   23.178570  1721.03 
  583.16 07 09 44.15  832.00   21.03    6.23   38.17   -2.71    1.03    2.90  110.59    2.51     1723  120.378697   23.178610  1732.16 
  586.80 07 09 47.80  831.00   21.03    6.12   37.88   -2.21    0.26    2.24   99.85    2.77     1733  120.378634   23.178630  1743.59 
  590.44 07 09 51.43  830.00   21.02    6.49   38.87   -2.51    1.02    3.08  122.70    2.62     1744  120.378581   23.178660  1755.28 
  594.40 07 09 55.40  829.00   21.01    6.93   40.10   -1.52    1.99    2.93  133.79    2.36     1754  120.378534   23.178688  1766.71 
  598.12 07 09 59.12  828.00   20.99    7.25   41.05   -0.81    0.30    0.87  115.83    2.64     1764  120.378498   23.178721  1776.06 
  601.64 07 10 02.64  827.00   20.93    7.51   41.93   -2.91    1.59    3.43  117.88    2.62     1774  120.378454   23.178756  1786.33 
  605.46 07 10 06.46  826.00   20.86    7.71   42.69   -2.71    2.35    4.03  123.47    2.60     1784  120.378405   23.178800  1797.32 
  609.13 07 10 10.12  825.00   20.81    8.04   43.79   -2.72    1.28    3.11  113.33    3.17     1795  120.378379   23.178824  1806.99 
  612.80 07 10 13.80  824.00   20.75    8.58   45.60   -1.10    0.40    1.18  112.26    2.86     1805  120.378352   23.178866  1816.25 
  616.34 07 10 17.33  823.00   20.69    8.93   46.83   -1.74    2.63    3.17  145.99    2.48     1815  120.378337   23.178903  1826.22 
  620.07 07 10 21.07  822.00   20.66    9.17   47.71    0.72    4.27    4.38  188.50    2.54     1825  120.378320   23.178950  1837.46 
  623.67 07 10 24.66  821.00   20.58    9.22   48.10   -0.93    0.67    1.33  127.28    3.24     1835  120.378313   23.178970  1847.04 
  627.27 07 10 28.26  820.00   20.49    9.17   48.20   -0.11    2.70    2.77  177.14    2.38     1845  120.378313   23.179018  1857.50 
  630.74 07 10 31.73  819.00   20.46    9.27   48.62    1.02    2.61    2.89  206.71    2.93     1855  120.378327   23.179070  1869.02 
  634.40 07 10 35.39  818.00   20.38    9.33   49.08   -0.17    3.32    3.57  166.93    2.91     1865  120.378344   23.179108  1880.19 
  638.25 07 10 39.24  817.00   20.33    9.35   49.28    2.75    2.27    3.95  235.19    2.88     1875  120.378380   23.179170  1890.99 
  641.93 07 10 42.93  816.00   20.25    9.22   49.11    0.55    0.49    0.73  227.83    2.80     1885  120.378400   23.179209  1900.08 
  645.70 07 10 46.69  815.00   20.15    9.13   49.10    1.28    2.82    3.16  207.59    2.62     1895  120.378447   23.179277  1910.41 
