GPHeight,Pressure,O3PartialPressure,Temperature
17000,91.49,7.11,-55.07666666666667
17100,90.066,7.452,-55.416000000000004
17200,88.672,7.946,-55.738
17300,87.28999999999999,8.33,-55.61
17400,85.918,8.248,-56.693999999999996
17500,84.57333333333334,8.366666666666667,-55.65333333333333
17600,83.26333333333334,8.75,-55.586666666666666
17700,81.962,8.676,-56.672000000000004
17800,80.68,8.62,-56.0
17900,79.4175,8.7,-56.7175
18000,78.17333333333333,8.8,-56.266666666666666
18100,76.954,8.984,-55.484
18200,75.762,9.017999999999999,-55.641999999999996
18300,74.58,9.08,-55.11
18400,73.416,9.38,-55.028
18500,72.28,9.58,-55.46
18600,71.15875,9.69375,-54.92125
18700,70.05,9.85,-54.71
18800,68.96000000000001,10.14,-55.07714285714285
18900,67.89,10.205,-55.394999999999996
19000,66.83,10.37,-55.17
19100,65.79,10.32,-54.97
19200,64.77,10.7,-55.18
19300,63.76,10.9475,-54.555
19400,62.769999999999996,11.803333333333333,-55.196666666666665
19500,61.79,12.73,-54.928
19600,60.832857142857144,12.877142857142857,-54.431428571428576
19700,59.89,12.79,-54.69
19800,58.96,12.874285714285714,-54.64857142857143
19900,58.045,12.82,-53.955
20000,57.15,12.54,-54.72
20100,56.263333333333335,12.496666666666666,-54.54333333333333
20200,55.38333333333333,12.356666666666666,-54.37
20300,54.528000000000006,12.533999999999999,-54.36
20400,53.685,12.725000000000001,-53.93
20500,52.85,12.79,-53.4575
20600,52.034,12.984,-53.674
20700,51.233333333333334,13.02,-53.88666666666666
20800,50.44,13.17,-53.94
20900,49.66307692307692,13.327692307692308,-53.14769230769231
21000,48.8975,13.524999999999999,-52.98
21100,48.145714285714284,13.725714285714286,-53.212857142857146
21200,47.403333333333336,13.87,-52.239999999999995
21300,46.67333333333333,13.92,-52.98
21400,45.955999999999996,13.89,-53.478
21500,45.24142857142857,13.64,-54.09
21600,44.54285714285714,13.49,-54.432857142857145
21700,43.85285714285715,13.461428571428572,-54.818571428571424
21800,43.17333333333333,13.478333333333333,-54.57
21900,42.50333333333333,13.48,-55.14777777777778
22000,41.843333333333334,13.4,-54.76111111111111
22100,41.19,13.41,-54.84
22200,40.55625,13.32875,-54.41374999999999
22300,39.924,13.304,-55.216
22400,39.3025,13.3,-55.6875
22500,38.69,13.2,-55.305
22600,38.08625,13.19125,-55.2575
22700,37.494285714285716,12.947142857142856,-55.20142857142857
22800,36.91,13.03,-55.53
22900,36.33555555555555,13.02,-54.96666666666667
23000,35.77,13.04,-55.67
23100,35.211111111111116,12.97,-56.51777777777777
23200,34.6625,12.66,-56.715
23300,34.12,12.65,-56.87
23400,33.58615384615385,12.571538461538461,-56.582307692307694
23500,33.06,12.53,-56.34
23600,32.545,12.459,-55.308
23700,32.04,12.55,-54.504
23800,31.54,12.74,-53.93
23900,31.055,12.85,-53.910000000000004
24000,30.575,12.86,-53.755
24100,30.10222222222222,12.76,-53.49333333333333
24200,29.636875,12.7125,-52.927499999999995
24300,29.184,12.81,-52.704
24400,28.734444444444446,12.834444444444443,-52.03111111111111
24500,28.294090909090908,12.72,-51.151818181818186
24600,27.862000000000002,12.81,-52.04
24700,27.435000000000002,12.62,-51.745000000000005
24800,27.01409090909091,12.65,-51.49636363636363
24900,26.6,12.56,-52.144999999999996
25000,26.19375,12.47,-51.72416666666667
25100,25.7925,12.445,-50.69
25200,25.402,12.37,-49.924
25300,25.015,12.32,-50.81
25400,24.63375,12.08,-50.81375
25500,24.2575,11.995000000000001,-50.550000000000004
25600,23.887142857142855,11.86,-50.56428571428571
25700,23.52181818181818,11.65,-50.13454545454545
25800,23.16625,11.64,-50.52375
25900,22.813333333333333,11.503333333333334,-49.16
26000,22.46818181818182,11.42909090909091,-48.21
26100,22.13,11.2,-48.36
26200,21.796666666666667,10.63888888888889,-48.593333333333334
26300,21.465,9.89,-47.74
26400,21.14333333333333,9.84,-48.47111111111111
26500,20.823333333333334,9.86,-48.92333333333333
26600,20.50857142857143,10.135714285714286,-48.90571428571429
26700,20.198749999999997,10.27,-48.17
26800,19.895,10.416666666666666,-47.88
26900,19.594285714285714,10.537142857142856,-48.74857142857143
27000,19.299285714285713,10.59,-47.88
27100,19.008666666666667,10.153333333333332,-48.25
27200,18.72142857142857,9.401428571428571,-48.839999999999996
27300,18.44,9.09,-48.37
27400,18.16,8.923333333333334,-48.620000000000005
27500,17.885,8.93,-48.82
27600,17.615000000000002,8.76,-49.19
27700,17.35,8.64,-48.55
27800,17.087799999999998,8.51,-48.742
27900,16.83,8.39,-47.945
28000,16.5775,8.446874999999999,-47.6075
28100,16.327461538461538,8.53153846153846,-47.82846153846154
28200,16.0825,8.7375,-47.155
28300,15.842,9.134,-46.782000000000004
28400,15.604777777777779,9.098888888888888,-46.22666666666667
28500,15.372111111111112,8.673333333333332,-46.34888888888889
28600,15.142727272727273,8.5,-46.025454545454544
28700,14.915714285714285,8.62,-46.23
28800,14.693076923076923,8.662307692307692,-45.87384615384615
28900,14.473571428571429,8.397142857142857,-45.63857142857143
29000,14.259285714285713,8.334285714285715,-45.345
29100,14.046,8.546,-44.759
29200,13.838,8.244,-44.354
29300,13.632000000000001,8.568,-43.38
29400,13.431538461538462,9.175384615384615,-43.13307692307692
29500,13.233333333333334,9.493333333333334,-42.33333333333333
29600,13.039,9.536,-42.472
29700,12.8475,9.545,-42.58
29800,12.657272727272728,9.576363636363636,-43.403636363636366
29900,12.470625,9.489583333333334,-42.88291666666667
30000,12.2875,9.42,-42.34
30100,12.106666666666666,9.163333333333334,-42.19
30200,11.93,9.11,-42.12
30300,11.754347826086956,8.98304347826087,-40.80347826086956
30400,11.583333333333334,8.8,-39.50555555555555
30500,11.415,8.71,-40.75
30600,11.248333333333333,8.6325,-39.02166666666667
30700,11.0853125,8.5,-39.9275
30800,10.924545454545454,8.425454545454546,-39.03272727272727
30900,10.865,8.4,-39.55
31000,10.865,8.4,-39.55
