GPHeight,Pressure,O3PartialPressure,Temperature
6300,467.48333333333335,2.7110000000000003,-13.8
6400,461.5366666666667,2.7826666666666666,-13.833333333333334
6500,455.34799999999996,2.6778,-14.68
6600,449.52,2.644,-15.5
6700,443.5014285714286,2.624,-15.457142857142857
6800,437.6466666666667,2.633,-15.2
6900,431.8328571428571,2.6778571428571425,-15.4
7000,426.1533333333333,2.757,-15.9
7100,420.62,2.766,-15.9
7200,414.99,2.815,-16.5
7300,409.53666666666663,2.888,-16.9
7400,404.126,2.862,-17.66
7500,398.7133333333333,2.851777777777778,-18.7
7600,393.31,2.768,-19.7
7700,388.12,2.753,-20.5
7800,383.0,2.68,-21.4
7900,377.6771428571429,2.721,-22.1
8000,372.7066666666667,2.6956666666666664,-22.783333333333335
8100,367.57428571428574,2.7082857142857146,-23.3
8200,362.52,2.689,-23.7
8300,357.645,2.693,-24.483333333333334
8400,352.73333333333335,2.698,-25.4
8500,347.93,2.57,-26.18
8600,343.17199999999997,2.4654000000000003,-26.9
8700,338.47875,2.343875,-27.6
8800,333.79,2.125,-28.0
8900,329.13,1.781,-28.6
9000,324.5925,1.57625,-29.375
9100,320.01,1.433,-30.2
9200,315.5333333333333,1.3833333333333333,-31.0
9300,311.0466666666667,1.345,-32.03333333333333
9400,306.762,1.2738,-32.879999999999995
9500,302.45125,1.28225,-33.4
9600,298.095,1.4275,-34.2
9700,293.84285714285716,1.5991428571428572,-34.6
9800,289.65285714285716,1.625857142857143,-34.8
9900,285.54,1.562,-35.7
10000,281.4685714285714,1.501,-36.68571428571429
10100,277.4422222222222,1.4008888888888889,-37.67777777777778
10200,273.4171428571429,1.2934285714285714,-38.52857142857143
10300,269.49,1.286,-39.2
10400,265.5,1.302,-39.8
10500,261.72,1.342,-40.55
10600,257.8383333333333,1.4635,-41.0
10700,254.09666666666666,1.8468333333333333,-41.61666666666667
10800,250.3,2.138,-42.55
10900,246.61,2.149,-43.6
11000,243.01142857142858,2.124857142857143,-44.41428571428571
11100,239.42428571428573,2.153,-45.4
11200,235.845,2.024,-46.150000000000006
11300,232.34,1.8801249999999998,-46.8
11400,228.77727272727273,1.749272727272727,-47.40909090909091
11500,225.35222222222222,1.6694444444444445,-48.1
11600,222.03,1.709,-48.8
11700,218.6657142857143,1.691142857142857,-49.357142857142854
11800,215.292,1.6024,-50.160000000000004
11900,212.01250000000002,1.502,-50.5
12000,208.71428571428572,1.511,-51.357142857142854
12100,205.57666666666668,1.546,-52.13333333333333
12200,202.52,1.632,-53.0
12300,199.34,1.628,-53.9
12400,196.278,1.6896,-54.7
12500,193.124,1.6316,-55.2
12600,190.21444444444444,1.6334444444444445,-55.67777777777778
12700,187.16,1.664,-56.5
12800,184.25333333333333,1.6646666666666665,-56.5
12900,181.37,1.6803333333333332,-57.233333333333334
