id,name
1486,水源里
1487,忠寮里
1488,樹興里
1489,坪頂里
1490,八勢里
1491,竿蓁里
1492,崁頂里
1493,埤島里
1494,水碓里
1495,北新里
1496,正德里
1497,新義里
1498,新春里
1499,新民里
1500,北投里
1501,鄧公里
1502,學府里
1503,長庚里
1504,清文里
1505,草東里
1506,協元里
1507,大庄里
1508,龍源里
1509,米倉里
1510,大崁里
1511,頂罟里
1512,舊城里
1513,訊塘里
1514,荖阡里
1515,長坑里
1516,下罟里
1517,東林里
1518,林口里
1519,西林里
1520,菁湖里
1521,中湖里
1522,湖北里
1523,麗林里
1524,麗園里
1525,頂福里
1526,下福里
1527,嘉寶里
1528,瑞平里
1529,大科里
1530,黎明里
1531,福泰里
1532,楓樹里
1533,同興里
1534,義學里
1535,義仁里
1536,明志里
1537,泰友里
1538,新明里
1539,貴子里
1540,貴賢里
1541,貴和里
1542,興珍里
1543,更寮里
1544,觀音里
1545,集福里
1546,集賢里
1547,成州里
1548,成泰里
1549,五龍里
1550,六福里
1551,民義里
1552,五股里
1553,德音里
1554,德泰里
1555,貿商里
1556,陸一里
1557,中路里
1558,九芎里
1559,中原里
1560,忠義里
1561,南港里
1562,永德里
1563,樓厝里
1564,玉清里
1565,鷺江里
1566,恆德里
1567,仁復里
1568,得勝里
1569,得仁里
1570,保和里
1571,樹德里
1572,民和里
1573,水河里
1574,水湳里
1575,保佑里
1576,保新里
1577,富貴里
1578,碧華里
1579,仁華里
1580,永清里
1581,永順里
1582,富福里
1583,慈化里
1584,慈惠里
1585,慈愛里
1586,永福里
1587,慈生里
1588,慈祐里
1589,富華里
1590,五華里
1591,大有里
1592,二重里
1593,頂崁里
1594,谷王里
1595,五谷里
1596,福祉里
1597,福民里
1598,過田里
1599,錦田里
1600,重明里
1601,光田里
1602,光陽里
1603,田心里
1604,田中里
1605,田安里
1606,光正里
1607,同慶里
1608,菜寮里
1609,吉利里
1610,中民里
1611,光輝里
1612,福星里
1613,福利里
1614,清和里
1615,永興里
1616,國隆里
1617,重陽里
1618,重新里
1619,正安里
1620,中央里
1621,雙園里
1622,錦通里
1623,錦安里
1624,長生里
1625,長元里
1626,長江里
1627,長泰里
1628,長福里
1629,介壽里
1630,萬壽里
1631,錦江里
1632,龍濱里
1633,秀江里
1634,奕壽里
1635,三安里
1636,信安里
1637,順德里
1638,承德里
1639,瑞德里
1640,厚德里
1641,維德里
1642,尚德里
1643,培德里
1644,立德里
1645,永煇里
1646,永發里
1647,永盛里
1648,永豐里
1649,福隆里
1650,五常里
1651,仁忠里
1652,福樂里
1653,五順里
1654,海山里
1655,全安里
1656,全泰里
1657,文衡里
1658,興漢里
1659,文德里
1660,文明里
1661,化成里
1662,頭前里
1663,福基里
1664,昌平里
1665,昌信里
1666,昌明里
1667,自信里
1668,自立里
1669,思源里
1670,思賢里
1671,中美里
1672,恆安里
1673,中泰里
1674,中宏里
1675,中全里
1676,立志里
1677,立廷里
1678,立基里
1679,中誠里
1680,中港里
1681,中信里
1682,中平里
1683,中隆里
1684,立功里
1685,立泰里
1686,立言里
1687,國泰里
1688,泰豐里
1689,瓊林里
1690,福營里
1691,營盤里
1692,丹鳳里
1693,合鳳里
1694,祥鳳里
1695,雙鳳里
1696,龍福里
1697,龍鳳里
1698,裕民里
1699,龍安里
1700,富國里
1701,後德里
1702,萬安里
1703,建福里
1704,建安里
1705,民全里
1706,民有里
1707,民本里
1708,西盛里
1709,三興里
1710,三福里
1711,三多里
1712,三龍里
1713,獇寮里
1714,金寮里
1715,潭底里
1716,文林里
1717,圳安里
1718,圳福里
1719,圳民里
1720,圳生里
1721,樹福里
1722,樹西里
1723,樹人里
1724,育英里
1725,樹南里
1726,坡內里
1727,樹東里
1728,樹北里
1729,彭福里
1730,彭興里
1731,彭厝里
1732,太順里
1733,山佳里
1734,樂山里
1735,柑園里
1736,西園里
1737,南園里
1738,東園里
1739,北園里
1740,建德里
1741,東鶯里
1742,北鶯里
1743,西鶯里
1744,中鶯里
1745,南鶯里
1746,二橋里
1747,尖山里
1748,南靖里
1749,永昌里
1750,鳳祥里
1751,鳳鳴里
1752,鳳福里
1753,東湖里
1754,留侯里
1755,流芳里
1756,赤松里
1757,黃石里
1758,挹秀里
1759,湳興里
1760,社後里
1761,香社里
1762,香雅里
1763,國光里
1764,港德里
1765,漢生里
1766,忠誠里
1767,陽明里
1768,百壽里
1769,華江里
1770,江翠里
1771,純翠里
1772,溪頭里
1773,聯翠里
1774,宏翠里
1775,仁翠里
1776,新翠里
1777,朝陽里
1778,吉翠里
1779,德翠里
1780,新海里
1781,滿翠里
1782,明翠里
1783,松翠里
1784,柏翠里
1785,龍翠里
1786,松柏里
1787,華翠里
1788,莒光里
1789,忠翠里
1790,嵐翠里
1791,文翠里
1792,青翠里
1793,懷翠里
1794,福翠里
1795,港嘴里
1796,埤墘里
1797,振義里
1798,埔墘里
1799,長壽里
1800,福壽里
1801,九如里
1802,正泰里
1803,玉光里
1804,光仁里
1805,雙玉里
1806,廣新里
1807,深丘里
1808,香丘里
1809,東丘里
1810,福丘里
1811,福祿里
1812,民族里
1813,景星里
1814,鄉雲里
1815,廣德里
1816,重慶里
1817,五權里
1818,華興里
1819,華貴里
1820,華福里
1821,華東里
1822,浮洲里
1823,華中里
1824,僑中里
1825,大觀里
1826,歡園里
1827,聚安里
1828,崑崙里
1829,成和里
1830,溪福里
1831,堂春里
1832,連和里
1833,連城里
1834,正行里
1835,德行里
1836,枋寮里
1837,漳和里
1838,廟美里
1839,福真里
1840,福善里
1841,福美里
1842,福祥里
1843,瓦磘里
1844,福和里
1845,佳和里
1846,南山里
1847,平河里
1848,建和里
1849,碧河里
1850,正南里
1851,頂南里
1852,華新里
1853,東南里
1854,華南里
1855,崇南里
1856,景南里
1857,景本里
1858,橫路里
1859,內南里
1860,壽南里
1861,福南里
1862,外南里
1863,吉興里
1864,景平里
1865,景新里
1866,景福里
1867,景安里
1868,景文里
1869,錦和里
1870,錦昌里
1871,灰磘里
1872,積穗里
1873,民享里
1874,員山里
1875,嘉穗里
1876,嘉新里
1877,安穗里
1878,瑞穗里
1879,明穗里
1880,清穗里
1881,德穗里
1882,壽德里
1883,錦中里
1884,錦盛里
1885,員富里
1886,嘉慶里
1887,冠穗里
1888,國華里
1889,宜安里
1890,安樂里
1891,中安里
1892,秀山里
1893,秀成里
1894,秀義里
1895,秀福里
1896,秀景里
1897,秀明里
